ID	CTLi_RNAseq_rep1	CTLi_RNAseq_rep2	CTLi_RNAseq_rep3	SPT6i_RNAseq_rep1	SPT6i_RNAseq_rep2	SPT6i_RNAseq_rep3
COPS7B	2.0988	2.36961	2.29613	3.5328	3.58754	3.54784
COPS8	1.93557	2.24186	1.82542	4.73444	4.76914	4.36376
COQ10A	-0.769124	0.100519	-0.90458	2.19762	2.33894	1.85978
COQ10B	3.54922	3.54393	3.15762	4.66858	4.5971	4.5057
COQ6	1.20937	1.4071	1.36994	3.03812	2.92059	2.92512
COQ7	0.607171	0.941755	0.78552	1.98033	2.05963	1.97143
COQ8A	0.265935	0.583877	0.293579	2.4057	2.72038	2.54804
COQ8B	1.06271	1.71864	1.36572	2.63176	2.8748	2.76602
COX14	2.79054	3.03764	2.99785	4.90478	4.99263	4.31521
COX15	1.22274	1.61501	1.19607	2.83458	2.70466	2.80929
COX16	3.30885	3.4734	3.21283	4.56627	4.44502	4.12561
COX18	-0.915377	-0.444683	-0.600919	1.18108	1.17489	0.838275
COX19	1.51797	1.41522	1.26789	2.54884	2.54446	2.52754
CPA4	7.92439	8.1362	7.54695	4.38261	5.20946	5.64436
CPA6	-4.03029	-3.96801	-4.05328	-1.63557	-2.18179	-1.68679
CPD	2.36868	2.62379	2.37138	3.5047	3.5949	3.79865
CPEB1	-2.05984	-2.17365	-2.08282	-4.67411	-4.79148	-3.83997
CPLANE1	-0.282713	0.403678	-0.155622	-1.70114	-1.53944	-1.25729
CPLANE2	0.230074	0.250541	0.335825	1.31143	1.54806	1.48544
CPLX3	-1.38795	-0.180321	-1.32073	-3.62549	-4.87215	-4.03928
CPM	4.39257	4.68175	4.21114	-0.872096	-1.7663	-1.16414
CPNE2	0.711252	0.914181	1.42357	-0.747993	-0.446032	-0.818481
CPS1	-1.04162	-1.00992	-0.866924	-3.53731	-3.27207	-4.53607
CPSF1	3.10598	3.09488	3.54201	4.20239	4.41545	4.48605
CPSF4	2.52626	2.73344	2.52119	4.0165	3.9872	3.92945
CPSF7	3.70953	3.88505	3.79729	4.85776	4.81031	4.88027
CPT1A	2.12632	2.69807	1.54354	4.29251	4.5924	4.44812
CPT1B	0.0693883	0.482725	0.836977	2.07767	2.05221	2.37935
CPT1C	-0.0105192	0.332545	-0.115294	-4.50495	-3.06978	-2.59681
CRABP2	9.1915	9.35956	9.44462	3.56247	3.75948	4.2374
CRACR2B	-3.65531	-2.79835	-3.16372	0.365488	0.9846	1.02719
CRAMP1	1.80541	1.83938	1.83744	2.788	2.79962	3.1079
CRAT	1.03514	1.25453	1.21235	-1.47428	-1.10203	-1.12774
CRCT1	10.7489	9.84091	9.88503	3.2621	4.48014	5.11899
CREB3	2.58347	2.91036	2.90167	4.73148	4.78534	4.60867
CREB3L2	2.63733	3.03083	2.84751	4.3721	4.08224	4.46535
CREB3L4	-1.07838	0.54815	-0.108253	2.85306	2.79293	2.88
CREBL2	2.30337	2.85326	2.25536	4.00962	3.83317	3.77676
CREBRF	0.449728	1.10081	0.417757	2.57049	2.51856	2.82824
CREG2	-2.06709	-1.03726	-0.41348	2.49737	2.35174	2.32502
CRELD1	1.54723	2.02659	1.87311	3.69449	3.75067	3.15449
CREM	-1.28027	-0.602008	-1.01247	0.800505	0.755884	0.528733
CRIM1-DT	0.137659	0.329229	0.60653	-1.78312	-2.07042	-1.55948
CRIP2	-1.92783	-0.543613	-1.42725	-4.01853	-4.45784	-4.43232
CRIPT	1.02022	1.50268	1.04892	2.73331	2.50673	2.28093
CRK	4.27885	4.15803	4.20206	5.37276	5.26712	5.28527
CRNKL1	2.4912	2.88765	2.45241	4.36103	4.29281	4.17343
CRNN	9.81429	9.03269	9.36931	-2.45564	-2.21687	-2.86943
CROCCP2	1.13435	1.01841	1.29758	2.03014	2.52809	2.37349
CRPPA	-3.61794	-3.20154	-3.98195	0.136184	0.158717	0.00468083
CRTC1	-0.55158	-0.652793	-0.574562	1.08791	1.07828	1.41829
CRTC2	3.20021	3.02855	3.34617	4.60246	4.60252	4.67089
CRY1	1.66619	2.03155	1.89054	2.96691	3.07885	3.0211
CRYAB	4.58327	4.58881	4.6079	-0.942348	0.278861	0.596556
CRYBB2P1	1.01171	1.24284	1.09972	2.1115	2.21924	2.06761
CRYL1	2.73865	2.57441	2.52252	1.32779	1.45862	1.01648
CRYM-AS1	-4.96349	-4.97159	-5.57143	-3.04963	-2.90854	-3.46798
CRYZ	2.69416	3.34334	3.35896	1.12324	0.784767	1.22297
CRYZL1	2.1402	2.45503	2.11216	3.33877	3.20854	3.27996
CSAD	-0.129151	0.421948	0.503422	2.05313	1.82476	2.34074
CSNK1D	3.89006	3.98777	4.01888	5.12299	5.18241	5.23408
CSNK1G1	2.12062	2.3887	2.03137	4.30094	4.07696	4.26263
CSPG5	-1.76307	0.327205	-1.65278	-5.80797	-5.24727	-4.89983
CSPP1	-0.570634	0.128482	-0.231045	1.46092	1.38968	1.34358
CSRNP2	2.75051	2.84875	2.56647	3.86663	3.72122	3.68877
CSTA	12.2731	12.3031	12.083	5.78471	6.02795	6.02063
CSTB	10.5013	9.84657	10.5387	7.72437	7.91039	7.39528
CSTF3	2.13342	2.49676	2.33827	4.11286	4.05518	4.04396
CTAGE7P	-3.8446	-3.36007	-3.40713	-2.12795	-2.12581	-1.95638
CTBP1	3.78408	4.00466	3.97866	4.7397	5.09237	5.0442
CTBP1-DT	-0.2805	0.368151	-0.0113014	2.36281	2.41398	2.31282
CTBP2	2.40409	2.57497	2.33081	3.52752	3.44043	3.63337
CTBS	-0.129685	0.759612	-0.106124	2.26984	1.95066	2.01529
CTDP1	2.12982	1.73637	2.00673	2.94917	3.23694	3.35858
CTDSP1	3.14331	3.31238	3.51604	4.62543	4.64767	4.53825
CTDSP2	4.04238	4.24082	4.12782	5.16036	5.10108	5.16545
CTDSPL2	0.834385	1.4297	0.851099	3.10349	2.93104	2.97399
CTF1	-3.27161	-2.25418	-2.19506	-0.469231	-0.43905	-0.606182
CTR9	3.96127	4.34636	3.92721	5.72687	5.64112	5.70243
CTRL	-2.23091	-1.58778	-2.1172	-0.290523	-0.441567	0.0665608
CTSA	5.5762	5.68279	5.61232	7.6458	7.59661	7.30279
CTSB	7.44077	7.32133	7.39943	9.10773	9.05155	8.91491
CTSK	-0.800369	-0.664081	-0.117082	0.849683	1.24187	1.27376
CTSL	4.07566	4.30102	4.65912	7.14966	7.2362	6.52404
CTSO	0.205609	1.19883	0.487482	3.22589	3.338	3.43463
CTSV	5.96603	5.25665	5.64742	8.65946	8.57982	8.18232
CTXN1	0.0767654	0.639951	0.413326	2.12233	2.52619	2.27061
CUEDC1	0.207608	0.477413	0.123549	1.18977	1.65119	1.54736
CUL4B	3.26091	3.34968	3.16874	4.40166	4.25636	4.55004
CUL5	2.44745	2.78867	2.31031	3.63605	3.41951	3.55303
CUL7	1.52612	1.90023	1.60656	2.74084	2.75722	2.96193
CUTA	3.93651	4.31458	4.04973	5.70378	5.83109	5.38486
CWF19L2	1.6459	1.78095	1.50021	3.39818	3.18347	3.26801
CWH43	5.85019	5.75553	5.8901	1.6031	1.45484	2.37609
CXCL1	-0.0801712	-0.354447	0.912445	3.63755	4.12765	3.83488
CXCL14	9.17524	9.55296	9.40582	2.5977	4.35877	3.86372
CXCL16	4.22014	4.24527	4.05212	6.23865	6.25154	5.84276
CXCL5	-6.62038	-7.04806	-6.64562	-0.319542	-0.131004	-0.150354
CXCL6	-1.05754	-1.92813	-0.817483	2.80285	2.69044	2.85975
CXCL8	0.254223	-0.15365	0.215811	4.41225	4.72613	4.73527
CXXC1	3.59099	3.71661	3.93455	5.06865	5.30281	5.16341
CXXC5	3.14552	2.84381	3.09653	3.91422	3.99136	4.22523
CXorf38	1.09066	1.11239	0.894348	2.31016	2.25179	2.30238
CXorf40A	-1.0256	-0.841604	-1.00279	0.719372	0.684057	0.57772
CXorf40B	2.80495	2.97481	3.08149	4.49331	4.4651	4.21949
CXorf56	2.54836	2.7355	2.47075	3.82918	3.78512	3.5428
CYB561	3.89379	3.70899	4.1322	4.85154	5.11595	4.78042
CYB561D2	1.15324	1.41591	1.36785	3.23785	3.27734	3.06177
CYB5A	2.83873	2.87085	3.03726	1.17974	1.57784	1.28774
CYB5B	2.80614	3.04716	2.99342	4.27516	4.30736	3.90437
CYB5D1	0.961403	1.29392	1.30967	2.85229	3.05248	2.89527
CYB5D2	1.33373	2.08884	1.68655	4.38785	4.49602	4.3284
CYB5R2	3.97945	3.52791	4.0648	1.71589	1.3835	1.78298
CYB5R3	3.81717	3.78084	4.06022	4.94579	5.25857	5.0768
CYB5R4	1.50312	1.47204	1.30527	3.32907	3.31397	3.16552
CYB5RL	-1.34991	-0.598546	-1.20449	1.32681	1.22895	1.13352
CYBRD1	4.57709	4.79613	4.46407	-1.21541	-0.221754	-0.329075
CYHR1	2.4711	2.54312	2.57229	3.82614	3.87662	3.70139
CYP21A1P	-3.82683	-3.92596	-2.44072	-0.432397	-0.127556	-0.423787
CYP26B1	1.47635	0.890272	1.70234	-1.51426	-0.892163	-0.451611
CYP2C8	-5.36152	-3.9773	-4.06257	-1.69734	-0.937333	-0.67619
CYP2D7	-2.37742	-2.33449	-1.68234	-0.688695	-0.645	-0.573027
CYP2E1	-2.50265	-2.60386	-1.86266	-0.930387	-0.759639	-0.592105
CYP2J2	1.37144	1.59002	1.87434	-1.6668	-1.3899	-1.49563
CYP2R1	1.82566	2.0619	1.88101	0.192701	0.453836	0.8493
CYP2S1	2.27054	1.92421	2.25878	-1.82017	-1.05002	-1.06404
CYP39A1	0.147806	0.550635	0.709785	-4.1393	-3.84164	-4.13805
CYP3A5	-0.921117	-0.993706	-0.21613	1.77902	1.74426	2.1679
CYP3A7	-3.07827	-3.50141	-2.5163	0.224916	-0.287136	-0.281066
CYP3A7-CYP3A51P	-26.5729	-25.5024	-19.5783	-1.30338	-0.962029	-0.735394
CYP4B1	3.43921	3.53516	3.11413	-2.9704	-2.29423	-1.68375
CYP4F11	1.72607	0.878174	1.24433	-3.11096	-1.83038	-3.08866
CYP4F12	1.42842	1.44731	1.33832	-3.27372	-3.56102	-1.86201
CYP4F22	6.27782	6.2482	6.10603	-4.49658	-2.55738	-3.32541
CYP4F3	3.16915	2.49583	2.69542	0.147404	-0.11066	0.557736
CYP51A1	5.44546	5.49411	5.45868	3.21484	3.50293	2.86291
CYP8B1	-4.90522	-6.06532	-6.25013	-0.778695	-1.20257	-0.68725
CYREN	1.04493	1.13897	1.34638	2.59081	2.56994	2.40343
CYSRT1	7.4543	6.65052	6.95373	4.99878	5.21305	5.24204
CYTH2	3.34516	3.42587	3.53807	4.69347	4.78527	4.77846
CYTH3	2.48633	2.50697	2.4006	3.58246	3.62433	3.61496
CYYR1-AS1	-5.65154	-5.65965	-6.25949	-4.32721	-3.76652	-4.15604
CZ1P-ASNS	-2.97905	-1.81694	-2.52173	-0.242692	-0.359065	0.131244
DAB2IP	3.93266	3.75086	3.69924	1.51119	1.99484	2.14934
DAG1	3.38902	3.65853	3.70702	5.91654	5.88286	6.08573
DAP	2.95527	3.4075	3.34632	5.36162	5.4587	5.49262
DAPK1	2.14618	2.63394	2.18094	4.38368	4.56248	4.76824
DAPL1	2.01267	2.23722	2.45203	-1.56989	-0.68727	-1.07679
DAXX	3.40459	3.52962	3.67006	5.07487	5.07706	4.90072
DAZAP2	5.17426	5.40177	5.13897	6.5177	6.5183	6.37554
DBF4B	-1.58515	-1.67387	-1.43125	-0.253	0.252049	0.141679
DBNDD1	2.24806	2.01789	2.36378	-0.473323	-0.787097	-0.324177
DBR1	1.5193	1.85896	1.43937	3.26882	3.09255	2.9248
DCAF1	1.51732	1.95586	1.65893	2.83186	2.66061	2.74245
DCAF10	2.51528	2.54638	2.28841	3.61578	3.44405	3.56172
DCAF16	0.963831	1.1933	0.866856	2.77153	2.52604	2.33747
DCAF7	2.62794	3.19557	2.7072	4.70573	4.71018	4.78186
DCBLD2	1.13831	2.518	1.37044	4.72085	4.75671	4.67277
DCLRE1C	0.00719825	0.315357	-0.0978362	1.27724	0.952682	1.086
DCP1A	1.69783	1.71873	1.48325	2.78032	2.61053	2.8859
DCP1B	-0.211244	-0.0143509	-0.186608	1.82096	1.83723	1.83659
DCPS	0.328904	0.811957	0.449912	1.80927	1.71062	1.84373
DCST1	-4.30418	-6.71352	-4.34766	0.366093	0.529821	0.454268
DCST1-AS1	-1.87864	-1.95428	-0.804787	1.48481	1.78796	1.77308
DCST2	-3.4488	-4.2345	-3.83435	2.92175	3.08249	3.18285
DCTPP1	1.78119	2.0279	2.11754	3.14593	3.49527	2.99608
DCUN1D2	0.506632	0.985428	0.647149	2.59462	2.80934	2.7419
DDA1	2.93929	2.72331	2.80185	4.13394	4.24696	4.05641
DDAH1	-1.17738	-0.754548	-1.14659	0.850196	1.36821	1.23834
DDAH2	3.78398	4.24744	3.24383	1.447	1.644	1.77174
DDB2	2.57063	2.84044	2.95131	4.90843	5.08832	4.63046
DDIAS	-0.785664	-0.713479	-0.229491	-1.6367	-1.78382	-1.57774
DDOST	5.56198	5.75399	5.89905	8.4143	8.58519	8.08204
DDR1	5.56174	5.30757	5.96886	7.236	7.4355	7.20691
DDX20	1.6469	2.02841	1.5562	3.34816	3.28471	3.1965
DDX24	3.90237	4.24913	3.94433	5.83531	5.81947	5.69353
DDX27	4.17878	4.29246	4.05985	5.22357	5.25045	5.08131
DDX41	3.94631	4.12806	4.22104	5.42624	5.60675	5.35282
DDX42	4.0764	4.25623	4.15136	5.46	5.31647	5.40441
DDX47	4.58447	4.56328	4.26702	6.34761	6.26416	6.2897
DDX49	3.38695	3.55006	3.52842	4.58757	4.89799	4.58609
DDX51	0.906539	1.1544	1.10364	2.13776	2.34804	2.17797
DDX52	3.11688	3.14258	2.90919	4.5772	4.3935	4.51549
DDX55	1.49369	1.92142	2.04554	3.08431	3.00295	3.01582
DDX59-AS1	-2.31712	-3.0033	-2.92507	-0.237905	-0.972666	-0.883021
DDX60L	0.44381	0.856686	0.678801	3.76398	3.47019	3.90745
1-Dec	-5.66739	-5.09053	-5.69037	-3.43617	-3.1974	-3.58692
DEFB103A	7.06339	6.18716	6.51249	1.07356	1.03702	-0.467984
DEFB103B	-25.2257	-25.6927	-25.5347	-26.5407	-26.5415	-26.5634
DEK	3.83769	4.09906	3.87132	5.837	5.62945	5.75329
DENND1C	1.94763	2.0328	1.71972	3.62324	3.55872	3.34784
DENND3	-1.67513	-1.40437	-1.68403	0.282841	0.677023	0.645803
DENND4B	1.24424	1.50269	1.35339	2.90912	2.92262	2.88589
DENND6B	-0.776458	-0.606367	-0.487496	1.75261	1.80133	1.71281
DEPDC1	-0.738802	-0.404983	-0.100588	-3.25577	-2.75648	-2.79509
DEPDC1B	0.893698	0.676504	1.29147	-1.11539	-0.739123	-0.681188
DEPDC5	-0.0974093	0.39297	-0.00936052	1.40556	1.45912	1.59172
DEPP1	1.41712	-0.442122	0.958035	4.43875	4.39366	4.37547
DERA	4.24683	4.18421	4.30997	5.84774	5.77647	5.64737
DERL1	3.38524	3.51632	3.46013	4.92945	4.93092	4.90709
DERPC	3.42845	3.8582	3.73252	4.70455	4.78925	4.93042
DESI2	3.02931	3.05413	3.03741	5.04855	4.91717	4.9368
DGAT1	1.76231	1.73531	2.20028	3.53422	3.78191	3.42741
DGAT2	6.36688	6.3559	6.19451	-1.64269	-0.0197078	-0.14394
DGCR5	-2.73681	-3.04447	-3.02283	-5.82752	-4.85178	-5.82627
DGKH	0.264907	0.322531	-0.0691572	1.66718	1.65829	1.9789
DGKQ	1.70321	1.2588	2.14371	3.32534	3.6118	3.57948
DGUOK-AS1	1.01872	1.01827	1.46351	-0.539115	-0.603759	-0.133477
DHCR24	7.55838	7.77063	7.4912	4.09525	4.34321	4.0407
DHCR7	5.2113	5.09483	5.41179	3.24624	3.70165	3.20365
DHPS	3.26277	3.32229	3.42284	4.43648	4.67816	4.59644
DHRS11	3.79108	3.50821	3.2598	1.9023	1.72603	1.55188
DHRS3	4.38551	3.53474	3.69155	5.97661	5.85907	6.01124
DHRS4	4.04185	3.97555	4.21309	1.66734	2.55007	1.78724
DHRS4L2	3.48017	3.11786	3.33838	1.36026	1.31699	0.934155
DHRS7B	2.11744	2.21333	2.21906	3.69712	3.76065	3.61014
DHRS9	7.77592	7.08009	6.91877	-0.986378	-1.39654	-1.58861
DHRSX	1.03926	0.986565	1.04517	2.29144	2.32177	2.15693
DHX30	2.73663	3.18478	2.97533	4.26476	4.29676	4.16127
DHX33	1.43028	1.89968	1.51506	3.44787	3.30725	3.2732
DHX35	0.249354	0.896179	0.52481	2.09451	2.31621	2.20835
DHX58	-1.01738	-0.440518	-0.455398	3.12959	3.03062	2.67402
DHX8	2.78644	2.86498	2.81108	4.00306	3.96565	3.94213
DIABLO	2.92149	3.03697	2.80871	4.03312	4.07663	3.72926
DIAPH3	0.278319	-0.0999081	0.261027	-4.10011	-3.42733	-3.20917
DINOL	-3.68686	-4.69497	-3.33429	2.48945	2.35376	1.89338
DIS3	2.89201	2.94904	2.84703	4.02375	3.86518	3.92493
DKFZP586I1420	0.538734	0.836441	0.141687	2.20621	2.06119	2.15587
DKK1	3.1722	2.29045	3.3353	6.68291	6.8537	6.59396
DKK3	4.12951	4.33548	4.22038	1.35325	2.12468	1.89379
DLEU2L	-5.9516	-4.87137	-4.45675	-2.05939	-2.34126	-2.08934
DLG1-AS1	-3.10608	-3.35323	-2.65624	-0.438763	-0.141567	-0.24865
DLG5-AS1	-2.47656	-2.55177	-2.49954	0.588015	0.522685	0.603909
DLGAP1-AS1	-1.87474	-1.43539	-1.18723	1.35648	1.62767	0.955745
DLGAP1-AS2	-2.90678	-3.65185	-2.08177	1.50383	1.19547	1.17368
DLGAP4	4.90699	4.75604	4.61294	3.29124	3.46695	3.76697
DLGAP5	0.592052	0.780058	1.49173	-1.87717	-1.8019	-1.39787
DLK2	2.89282	2.46748	2.74232	-0.983616	-0.0536876	-0.016584
DLL1	2.02773	1.55388	1.67302	-3.26556	-2.4704	-1.77607
DLST	3.80368	3.83284	3.82674	5.32672	5.40927	5.24454
DLX1	0.569709	1.83603	1.01903	-2.76385	-1.78812	-1.69221
DLX2	2.47169	2.2616	2.06549	-0.520697	-0.0819924	-0.00438938
DLX3	4.10421	3.96602	3.85486	0.636575	1.62258	1.25941
DLX4	-0.754185	-0.36997	-0.726541	-3.84489	-3.50659	-3.6066
DLX5	3.37062	3.73635	3.54452	-3.35187	-1.6757	-0.306233
DMKN	10.7239	10.837	10.3968	7.08469	6.64375	8.217
DMPK	2.32512	2.03434	2.37421	3.69721	3.99096	4.18725
DMTF1	1.88942	2.2857	2.05154	3.27111	3.22238	3.43967
DMWD	2.13147	2.22267	2.15756	3.49739	3.77587	3.75047
DNAAF1	-6.72836	-7.1515	-5.75134	-1.96108	-1.79894	-1.39996
DNAAF2	1.20757	1.29485	1.1478	2.51361	2.5359	2.43275
DNAH1	-3.44164	-1.9326	-3.32445	0.443526	0.37653	0.836824
DNAH10	-7.15629	-5.77208	-6.85735	-2.75505	-3.13172	-2.61639
DNAH5	-6.13527	-5.20477	-5.42128	-2.84131	-3.40894	-2.46096
DNAH6	-7.432	-6.63274	-7.03994	-1.24969	-1.31815	-1.12914
DNAJA1	5.86522	5.96788	5.75995	7.94123	7.91451	7.61788
DNAJB11	4.63759	4.61933	4.77645	6.61144	6.59752	6.17693
DNAJB14	2.14792	2.54297	2.05765	3.58208	3.43024	3.68321
DNAJB5	3.24674	2.71509	2.82783	0.193645	0.227593	0.203356
DNAJB9	2.6517	2.92557	2.87207	4.87492	4.87823	4.77036
DNAJC14	2.24275	2.6396	2.36254	3.49059	3.54257	3.60866
DNAJC15	1.52158	1.64645	1.70239	3.4412	3.2663	3.13333
DNAJC2	2.53646	2.91897	2.76479	4.11166	4.03579	3.91294
DNAJC21	1.91608	2.09529	1.81776	3.5107	3.31547	3.2307
DNAJC24	0.845475	1.46638	1.21445	2.29658	2.23584	2.25186
DNAJC25	1.49989	1.45908	1.02492	2.83475	2.59087	2.39102
DNAJC27-AS1	-5.24796	-6.40807	-6.59287	-1.6606	-1.57634	-1.17957
DNAJC3	3.08797	3.13016	3.20243	4.42338	4.30906	4.36727
DNAJC30	0.644053	0.832511	0.860009	2.67364	2.83025	2.36515
DNAJC4	2.43895	2.53607	2.43483	3.64528	3.71358	3.69635
DNAJC8	4.43623	4.75698	4.60615	5.90976	5.89617	5.55625
DNAJC9	2.38501	2.66341	2.80047	4.25428	4.1914	4.08381
DNAL1	-0.795952	-0.15845	-0.747851	2.12514	2.03052	1.81419
DNAL4	2.35805	2.54626	2.31138	4.6473	4.77783	4.40604
DNASE1	-0.953279	-0.604371	-0.694848	1.56301	1.51115	1.34641
DNASE1L1	0.370908	0.867694	1.11968	2.34169	2.531	2.19485
DNASE1L2	4.87486	4.72325	4.45467	0.747804	1.42171	1.48749
DNASE1L3	1.37255	1.46967	1.38704	-2.50665	-2.40539	-2.13195
DNASE2	2.886	3.1728	2.99329	5.70482	5.78398	5.28409
DND1	1.60212	1.31538	1.4679	3.458	3.73035	3.45483
DNHD1	-2.16624	-1.65698	-1.66655	0.187627	0.0788115	0.0909058
DNMBP	1.60932	1.63031	1.81727	3.77923	3.66997	3.63568
DNMT3B	0.788975	0.83852	0.498514	-3.55856	-2.6259	-2.73789
DNPH1	3.16338	2.32685	2.9955	-0.16788	0.724022	-0.0764345
DNTTIP1	3.14106	3.29757	3.05294	4.78541	4.79331	4.52314
DOCK5	0.489825	0.873025	0.984729	3.07512	3.09484	3.16391
DOCK6	2.87157	2.58031	2.96275	1.63323	1.75734	1.98605
DOK4	3.80935	4.01187	4.07652	1.39257	1.90746	1.45872
DONSON	1.67477	1.58216	1.79011	3.03737	2.81037	2.90475
DPF2	2.91014	3.00774	2.88463	4.04381	4.00033	4.03482
DPH2	1.67146	2.12849	2.01893	3.59428	3.65644	3.50387
DPH3	2.5943	2.74439	2.49314	3.9494	3.92293	3.75957
DPH7	0.14303	0.663061	0.564202	1.72147	1.85736	1.67521
DPM3	2.70681	2.73955	2.7963	4.7664	5.29153	4.38732
DPP4	-2.13705	-0.946373	-0.975608	3.58194	3.51134	2.37205
DPP7	3.30763	3.5208	3.30909	5.52037	5.94655	5.36211
DPP8	1.92973	2.28209	1.87525	3.13387	2.97666	3.15339
DPY19L4	1.2411	1.51111	1.39369	3.11418	2.79932	2.92234
DPYSL4	-0.71351	0.449942	-0.999526	2.14008	2.13415	2.29027
DRAM1	1.74979	2.27418	1.86782	4.32847	4.29964	4.10239
DRAM2	3.54407	3.55634	3.1445	4.91243	4.83051	4.66522
DRC3	-3.07255	-2.24193	-2.98861	1.10785	1.42492	1.36276
DSC1	7.30639	8.00898	7.34061	1.54949	1.32489	1.16477
DSCC1	-1.27105	-1.09629	-0.775562	-3.24928	-3.68858	-2.985
DSEL	-1.21641	-0.881364	-1.26636	0.762429	1.05584	1.11417
DSG1	7.10034	7.91023	7.62757	-0.134204	0.413914	0.745691
DSG2	3.77555	3.49067	3.97757	7.68223	7.48149	7.38647
DSG3	7.54248	7.43367	7.61226	6.11237	5.9167	5.87935
DSP	9.01965	9.11032	8.87298	6.7286	6.66242	6.9981
DST	4.84419	5.0679	4.50161	2.02482	2.38882	2.36688
DTD2	1.10624	1.36971	1.17063	-0.187872	0.0163426	-0.260965
DTL	-1.00804	-0.470493	-0.525786	-3.55044	-3.75528	-3.29681
DTX3L	1.95719	2.31284	2.42632	5.02883	4.77102	4.75428
DUOX1	5.68306	5.55897	5.87443	4.108	4.12122	4.4263
DUOX2	1.49979	1.32683	1.71328	2.79605	2.82333	3.20935
DUOXA1	6.13604	5.92024	6.16783	3.86049	3.77233	3.89077
DUS4L	0.0489746	0.505774	-0.179993	1.51177	1.30785	1.45091
DUS4L-BCAP29	-2.30075	-2.11277	-1.40839	-0.249048	-0.202071	-0.293454
DUSP10	1.77622	2.70276	2.15972	4.48854	4.36169	4.32239
DUSP2	1.4728	1.69897	0.834156	-1.01784	-0.720178	-1.7942
DUSP28	-2.47067	-1.94589	-1.69304	1.70848	1.52706	1.60906
DUSP3	3.98248	4.02837	3.93515	5.37402	5.43369	5.24568
DUSP4	0.837138	2.27207	0.947184	5.2379	5.0983	5.21909
DUSP8	1.22151	0.904836	0.557236	2.45336	2.45164	2.57271
DYNC2LI1	1.25877	1.72302	1.52485	2.79646	2.96027	2.65754
DYNLL1	8.88444	8.97134	8.91563	7.38067	7.59649	7.04111
DYNLL2	2.67331	3.22459	2.60547	4.9258	5.01866	4.46882
DYNLRB2	-3.80898	-2.77269	-4.83196	1.01918	1.37526	1.13774
DYNLT3	3.7017	4.08392	3.92002	6.21006	6.03748	5.9512
DYRK1A	1.03879	1.43156	1.03652	2.55343	2.48451	2.57085
DYRK1B	1.59313	1.50741	1.66755	3.01861	3.07452	3.05151
DYRK2	2.00964	2.5964	2.1229	4.39074	4.09603	4.21263
DYRK4	0.118101	0.508677	0.328094	-0.831052	-0.671974	-0.898846
DZANK1	-0.78936	-0.909107	-1.02708	0.859967	0.762665	0.919741
DZIP3	-1.39384	0.309286	-0.564919	2.73155	2.53558	2.80953
E2F1	0.407993	0.553138	1.03799	-2.00464	-1.54704	-1.81698
E2F3	0.633103	1.29352	0.838175	-2.28719	-1.46869	-1.74881
E2F7	-1.27662	-0.633673	-0.714642	2.62702	2.25226	2.20851
E2F8	-0.457621	-0.484339	-0.373688	-2.61134	-3.15756	-2.37305
EAF2	0.661648	0.808824	0.594273	3.03038	2.93273	2.64803
EAPP	3.82293	3.95149	3.90924	5.66118	5.65705	5.36645
EBNA1BP2	5.23735	5.14898	5.12293	6.38558	6.4773	6.14324
EBPL	3.58243	3.98153	3.84361	1.4049	1.48017	1.45152
ECE1	2.66002	2.5055	2.69668	5.22173	5.24575	5.30392
ECHDC3	2.50275	2.21502	2.06474	1.19731	0.941717	0.801222
ECI2	2.19197	2.28603	2.19307	0.910056	1.37905	1.23149
ECT2	1.5205	1.78113	1.83909	2.69852	2.75259	2.84671
ECT2L	-4.18685	-4.34695	-4.7244	0.135227	0.0164957	-0.225368
EDA2R	-1.52508	-1.43082	-1.69693	3.47501	3.46724	3.47853
EDARADD	-0.586977	0.731728	0.293278	-4.14505	-2.99383	-3.16143
EDC4	2.91891	3.10096	2.98571	4.87547	4.91212	4.94925
EDDM13	0.737989	1.17111	1.61191	-2.88877	-3.06504	-2.81713
EDEM2	2.25823	2.85765	2.43225	3.96903	4.16403	3.90211
EDRF1	0.773778	1.32012	1.25749	2.30194	2.23935	2.36602
EED	1.85845	2.30802	1.85849	3.42316	3.22835	3.20217
EEPD1	0.896341	1.08791	0.474623	-3.95336	-2.77117	-2.28623
EFCAB1	-3.20369	-3.39551	-3.75024	-6.233	-6.25726	-5.64679
EFCAB12	-4.85628	-4.86439	-6.46423	-0.831512	-0.649328	-0.945742
EFCAB5	-6.40712	-6.0933	-6.01507	0.165139	0.0248007	0.0580079
EFCAB6	-2.92572	-3.40544	-3.32721	-0.169967	-0.237302	0.0885165
EFCAB7	0.176543	0.535812	0.367686	2.41926	2.14223	2.25219
EFEMP1	4.22129	4.32378	4.31508	1.31758	1.8382	1.84067
EFEMP2	-0.341701	-0.652948	-0.29651	1.95325	1.88145	2.10951
EFHC1	-0.120432	-0.276659	0.138889	1.03631	1.3261	1.67828
EFHD2	3.55317	3.15602	3.60325	4.58283	4.90341	4.63447
EFNA1	3.98445	3.98753	4.16599	5.86349	5.90673	5.55666
EFNA3	3.06326	3.17512	3.40415	1.06975	1.44403	1.61607
EFNA5	1.45423	1.42914	1.41914	-1.71073	-1.74519	-1.34353
EFNB2	3.13961	3.3625	3.399	4.38409	4.44639	4.42058
EFR3A	3.15312	3.38926	3.20059	4.68155	4.57485	4.81706
