ProbeID	Name	GSM4634681	GSM4634685	GSM4634683	GSM4634682	GSM4634686	GSM4634684
CCAR1	CCAR1: 	4.92469	3.97284	5.05952	4.74717	3.82416	3.73841
CCAR2	CCAR2: 	5.15673	3.70868	5.16507	5.25979	3.55426	3.45023
CCBE1	CCBE1: 	-2.76016	-0.786788	-2.38898	-2.47862	-0.84455	-0.926916
CCDC102A	CCDC102A: 	-3.71716	-1.46463	-3.04349	-2.98654	-1.40151	-1.76847
CCDC103	CCDC103: 	0.689982	-0.89242	0.3722	0.66962	-0.950199	-1.22504
CCDC121	CCDC121: 	1.5328	-0.783517	1.4015	1.39912	-1.92102	-1.68231
CCDC122	CCDC122: 	1.41786	-0.362143	1.30002	1.24284	-0.862502	-0.354208
CCDC125	CCDC125: 	2.71429	1.11121	2.63472	2.45751	0.728845	1.06883
CCDC13	CCDC13: 	0.121877	-2.63033	0.671502	0.307193	-2.60568	-3.47022
CCDC134	CCDC134: 	2.40948	0.468239	2.16929	2.43861	0.394465	-0.0520381
CCDC142	CCDC142: 	2.3744	0.873605	2.36548	2.5107	1.13801	1.02388
CCDC146	CCDC146: 	1.51637	-0.431881	1.64807	1.44796	-0.419981	-0.46785
CCDC149	CCDC149: 	1.33927	0.0725631	1.3143	1.56035	-0.642758	-0.594685
CCDC15	CCDC15: 	0.640061	-1.48854	0.496771	0.404585	-2.49048	-1.91731
CCDC154	CCDC154: 	-1.10717	-3.1986	-0.571004	-1.14793	-3.91392	-4.89094
CCDC163	CCDC163: 	0.0706877	-1.4281	0.178595	0.143097	-1.93484	-1.85296
CCDC183-AS1	CCDC183-AS1: 	2.79048	-0.298403	2.6646	2.66502	0.567131	0.265987
CCDC186	CCDC186: 	4.21598	3.07265	4.30402	3.94804	2.91594	3.08176
CCDC189	CCDC189: 	0.401203	-1.99672	0.73167	1.11734	-1.6448	-1.24286
CCDC28A	CCDC28A: 	3.98247	2.57328	3.75248	3.96031	2.13905	2.15672
CCDC3	CCDC3: 	-3.20001	1.72345	-2.90754	-2.30228	2.44951	1.46931
CCDC32	CCDC32: 	2.39904	0.790522	2.06136	2.39303	0.454078	0.188933
CCDC33	CCDC33: 	-2.07105	-6.10392	-2.34398	-2.27219	-5.70376	-4.68078
CCDC43	CCDC43: 	4.70294	3.24352	4.51898	4.60781	3.35023	3.36838
CCDC50	CCDC50: 	3.56889	1.92669	3.84994	3.5203	1.775	2.01309
CCDC51	CCDC51: 	3.90135	2.76124	3.83224	3.99036	2.75319	2.44818
CCDC57	CCDC57: 	1.47603	-0.414567	1.80011	1.55819	-0.21848	-0.67482
CCDC59	CCDC59: 	3.83215	2.73833	3.4325	3.85531	2.43849	2.3211
CCDC65	CCDC65: 	-2.95466	-4.60902	-3.23094	-3.39396	-4.20886	-4.60092
CCDC66	CCDC66: 	2.32435	0.953352	2.23925	2.05537	0.750125	0.594133
CCDC77	CCDC77: 	1.83771	0.250634	1.70785	1.61477	0.217376	-0.0601518
CCDC8	CCDC8: 	-2.37434	1.32297	-3.1507	-3.56853	2.11841	1.72303
CCDC80	CCDC80: 	3.80687	2.09817	4.13101	3.87449	2.30325	2.05778
CCDC82	CCDC82: 	3.12577	0.935208	3.08421	3.03472	0.486954	0.33289
CCDC85C	CCDC85C: 	1.68571	2.89124	1.76267	1.67521	2.95926	3.06341
CCDC87	CCDC87: 	1.0912	-1.93897	1.1496	0.918537	-2.64844	-2.34982
CCDC88C	CCDC88C: 	-0.604089	1.44095	-0.0178793	-0.655578	1.08411	1.1943
CCDC90B	CCDC90B: 	3.9841	2.36015	3.88808	4.02232	2.18986	2.22319
CCDC91	CCDC91: 	3.97913	2.81875	3.93721	3.85127	2.6875	2.58719
CCDC92	CCDC92: 	3.99549	1.81843	3.90002	4.06019	2.07458	1.88928
CCDC93	CCDC93: 	3.99152	2.34649	4.1155	3.82178	2.32269	2.323
CCDC96	CCDC96: 	2.32592	1.15963	2.5226	2.32311	0.468875	0.915664
CCDC97	CCDC97: 	3.98789	2.60964	4.00773	4.03209	2.62656	2.32797
CCL27	CCL27: 	0.826865	-1.69821	0.542358	0.846992	-1.78348	-1.7605
CCN2	CCN2: 	6.669	3.5644	6.88871	6.56369	3.85617	4.8039
CCN4	CCN4: 	-4.00312	-8.1429	-4.31737	-4.24978	-7.74274	-7.71976
CCNA1	CCNA1: 	-3.05294	0.138189	-3.05169	-2.61778	0.830701	0.497197
CCNA2	CCNA2: 	-0.427662	1.43656	-0.574321	-0.596512	1.30311	0.648542
CCNB2	CCNB2: 	-0.650838	1.58991	-0.995915	-0.540804	1.87312	1.24219
CCND1	CCND1: 	6.4629	3.82997	6.33387	6.37321	3.68568	3.89874
CCND2	CCND2: 	-0.732799	3.1046	-0.0516146	0.0412873	2.99744	2.9249
CCNDBP1	CCNDBP1: 	4.788	3.51114	4.68527	4.85134	3.75139	3.86798
CCNG1	CCNG1: 	5.03801	3.7349	4.75229	4.85755	2.90545	3.16236
CCNJ	CCNJ: 	2.19344	1.06513	1.99809	1.91606	0.735764	0.928672
CCNK	CCNK: 	4.57631	3.24514	4.53092	4.4543	3.02104	3.18988
CCNT1	CCNT1: 	3.85624	2.53968	3.70816	3.6648	2.0743	2.24142
CCNT2	CCNT2: 	2.98654	2.05966	3.17027	2.89172	1.88392	1.8716
CCNT2-AS1	CCNT2-AS1: 	1.19336	-1.55758	0.758657	1.09454	-1.46554	-1.02752
CCNY	CCNY: 	3.6071	2.87096	3.55096	3.64356	2.33419	2.38987
CCNYL1	CCNYL1: 	3.96185	2.43207	3.83849	3.74747	2.62357	2.46122
CCP110	CCP110: 	3.29887	1.40858	3.20199	3.12052	0.507631	0.683442
CCPG1	CCPG1: 	4.0256	2.93724	3.81913	3.95543	2.16423	2.38952
CCR10	CCR10: 	-0.560768	-6.59364	0.21982	-0.208659	-5.19348	-4.58554
CCR7	CCR7: 	-3.27659	-7.19398	-4.10541	-3.4935	-6.79382	-6.77084
CCS	CCS: 	4.18702	3.35223	4.3386	4.43648	3.30537	3.13334
CCSAP	CCSAP: 	0.204132	2.34818	0.529525	-0.202258	1.73532	1.89086
CCT6B	CCT6B: 	1.85051	-1.4424	1.91425	1.8779	-2.16423	-1.58486
CCZ1	CCZ1: 	4.81728	2.96969	4.58878	4.624	2.88021	2.93279
CCZ1B	CCZ1B: 	6.14349	4.2835	5.7848	6.05523	4.27329	4.20614
CD109	CD109: 	4.83141	2.14619	4.81726	4.71932	2.34384	1.56997
CD151	CD151: 	7.55184	5.57636	7.32388	7.76535	5.73697	5.43692
CD163L1	CD163L1: 	-1.05078	-4.98313	-0.646634	-0.566437	-4.77561	-5.97502
CD164	CD164: 	7.78798	5.52963	7.46081	7.61161	5.35773	5.26435
CD248	CD248: 	-5.20112	-1.56392	-6.19987	-6.22538	-1.5089	-2.69537
CD27-AS1	CD27-AS1: 	1.96976	-0.0509645	1.79401	1.96133	-0.499997	-0.415615
CD274	CD274: 	3.89285	1.41916	3.49553	3.83426	1.18535	1.40803
CD2AP	CD2AP: 	5.35889	4.26963	5.34576	5.10685	3.97994	4.17234
CD36	CD36: 	-2.6528	3.18205	-2.01074	-2.43314	2.49005	2.26278
CD46	CD46: 	7.80214	5.06248	7.60808	7.57597	5.15352	5.02371
CD5	CD5: 	-3.53366	-5.98157	-3.64789	-3.67341	-6.16638	-7.14339
CD55	CD55: 	6.2494	4.82792	6.18728	6.16755	4.57486	4.81114
CD58	CD58: 	4.196	2.52244	3.79695	4.03934	2.45477	2.27926
CD59	CD59: 	8.38625	5.72984	8.18456	8.4174	5.89661	5.94149
CD63	CD63: 	8.37718	6.37622	7.73617	8.44541	5.94734	6.07867
CD70	CD70: 	1.67961	-2.05275	1.03582	0.659136	-2.73506	-3.21458
CD79A	CD79A: 	-0.144942	-3.58171	0.102466	-0.15253	-4.50348	-5.4805
CD99	CD99: 	5.38901	2.4835	4.92077	5.39371	2.83906	2.7865
CD99P1	CD99P1: 	1.13703	-0.420079	0.957028	1.11391	0.0580836	0.0137079
CDA	CDA: 	5.03819	6.72724	5.6344	5.30799	6.79881	6.8487
CDC20	CDC20: 	-0.111337	2.39142	-0.160131	-0.273108	2.91762	2.09988
CDC40	CDC40: 	3.81779	2.60135	3.70306	3.73758	2.24747	2.39121
CDC42BPB	CDC42BPB: 	5.69327	4.4391	5.8215	5.59817	4.63677	4.74426
CDC42BPG	CDC42BPG: 	5.72778	3.04349	5.69686	5.95887	3.51585	3.26974
CDC42EP3	CDC42EP3: 	4.79269	2.4198	4.75973	4.74054	0.9667	1.6048
CDC5L	CDC5L: 	4.26972	3.07257	4.1783	4.10504	2.75248	2.83489
CDC73	CDC73: 	3.9724	3.12688	4.06731	3.86948	2.79635	2.76055
CDCA2	CDCA2: 	-1.33092	1.38949	-1.08288	-1.25135	0.704139	0.802221
CDCA5	CDCA5: 	-1.18785	0.300162	-1.37487	-1.01182	0.84098	0.155617
CDCA7	CDCA7: 	-3.00009	0.528767	-3.51342	-3.53893	0.527063	-0.0613895
CDCP1	CDCP1: 	5.75825	4.23473	5.74755	5.72741	4.30896	4.64522
CDH26	CDH26: 	-2.43905	0.550446	-2.24403	-2.61532	-0.2754	-0.186458
CDHR1	CDHR1: 	-3.86681	1.94681	-2.71766	-2.51762	2.45487	1.81975
CDHR2	CDHR2: 	3.0363	-4.96343	3.01296	2.83471	-4.56327	-5.91934
CDIP1	CDIP1: 	6.09134	3.52336	6.00666	6.03489	2.99077	3.33003
CDIPT	CDIPT: 	5.36244	4.33276	5.45777	5.59234	4.11917	4.08537
CDK1	CDK1: 	-2.25887	1.22972	-1.55719	-2.08151	1.62988	0.776691
CDK11A	CDK11A: 	3.87057	2.03454	3.94028	3.89545	2.27976	2.04091
CDK11B	CDK11B: 	5.29125	3.78573	5.30042	5.3827	3.72569	3.71647
CDK13	CDK13: 	3.47319	2.38173	3.59347	3.37582	2.23038	2.30935
CDK16	CDK16: 	4.8695	3.26248	4.91677	4.88603	3.46304	3.31931
CDK18	CDK18: 	-1.53898	0.728817	-1.29791	-1.17532	1.19816	0.456569
CDK19	CDK19: 	2.87817	1.96559	2.94287	2.74942	1.77457	1.67089
CDK2AP2	CDK2AP2: 	4.28513	2.56038	4.21525	4.41622	3.07375	2.3518
CDK5	CDK5: 	4.29071	2.80457	4.14625	4.41494	2.86752	2.4783
CDK5RAP1	CDK5RAP1: 	4.28436	2.60938	4.31583	4.36531	2.5985	2.44055
CDK5RAP3	CDK5RAP3: 	5.25573	3.66384	5.72223	5.37538	4.16498	3.52925
CDK6	CDK6: 	3.85258	2.76543	3.92065	3.62586	2.62657	2.67192
CDK9	CDK9: 	4.88223	3.81936	4.80897	4.95466	3.87159	3.72489
CDKAL1	CDKAL1: 	2.12905	1.20932	2.17617	1.95511	1.05226	0.864822
CDKL3	CDKL3: 	1.44834	-1.77447	1.12647	1.22054	-3.56194	-3.38695
CDKN1A	CDKN1A: 	9.09094	6.98966	9.0868	9.16011	7.19851	7.46867
CDKN1B	CDKN1B: 	5.85521	4.11715	5.84919	5.63973	4.37629	4.61804
CDKN2A	CDKN2A: 	4.05297	0.0311646	3.56905	3.96356	0.52356	0.824834
CDKN2AIP	CDKN2AIP: 	4.42473	3.1342	4.49157	4.205	2.95789	3.10025
CDKN2AIPNL	CDKN2AIPNL: 	2.70747	1.57287	2.43231	2.64315	1.10458	0.944342
CDKN2B	CDKN2B: 	7.32949	4.66292	7.11265	7.19011	5.23027	4.63216
CDKN2B-AS1	CDKN2B-AS1: 	0.718225	-3.75522	0.521961	0.553371	-3.44087	-3.46383
CDKN2D	CDKN2D: 	3.61627	1.63447	3.25125	3.66457	1.89654	1.62046
CDNF	CDNF: 	2.64065	-1.71897	2.48668	2.42538	-2.14194	-2.64947
CDPF1	CDPF1: 	1.64885	0.399674	1.47772	1.81812	-0.0589921	-0.0117627
CDR2	CDR2: 	2.28976	1.33273	2.40959	2.38755	1.22552	0.85722
CDR2L	CDR2L: 	-0.267224	1.65483	0.51021	0.223649	2.2589	2.17019
CDRT4	CDRT4: 	-5.15431	-9.01314	-4.67528	-5.84193	-9.69216	-9.87347
CDS2	CDS2: 	2.84236	1.33358	2.75418	2.85502	0.897735	0.759036
CDSN	CDSN: 	6.35903	10.5003	7.25493	6.55002	10.1947	10.6189
CDT1	CDT1: 	-3.52668	-1.18104	-2.80297	-3.11799	0.0646046	-0.670441
CDYL	CDYL: 	5.4676	4.09056	5.53952	5.33677	4.2367	4.49554
CEACAM7	CEACAM7: 	-3.23621	0.14185	-5.10943	-5.13495	1.18586	0.524347
CEBPA	CEBPA: 	2.42204	4.86456	2.42447	2.8412	5.20833	5.37226
CEBPA-DT	CEBPA-DT: 	-3.59658	-1.17413	-4.20302	-3.71396	-0.856431	-0.982313
CEBPB	CEBPB: 	2.47552	4.3996	2.63373	2.91335	4.4964	4.67003
CEBPD	CEBPD: 	0.24075	3.53037	0.792744	0.90997	4.09964	4.56867
CEBPZ	CEBPZ: 	4.95616	3.74216	4.88842	4.92512	3.57673	3.53014
CEBPZOS	CEBPZOS: 	4.50358	2.71985	4.11721	4.4082	2.43238	2.28835
CECR7	CECR7: 	-4.43646	-7.76889	-4.04289	-5.2908	-7.36873	-7.34575
CEL	CEL: 	2.80922	-0.770485	3.08571	2.79947	-0.711362	-0.919578
CELF1	CELF1: 	3.47308	2.57099	3.47985	3.46363	2.32657	1.98927
CELSR2	CELSR2: 	3.04317	5.01477	3.48502	3.12627	5.24729	5.21154
CEMIP	CEMIP: 	-0.879423	2.63296	-0.263464	-0.57452	1.91391	2.60524
CEMIP2	CEMIP2: 	5.5494	2.28923	5.43681	5.45351	2.24289	2.02047
CENPBD1	CENPBD1: 	2.72718	1.6058	2.49426	2.77988	1.28391	1.07869
CENPBD1P1	CENPBD1P1: 	3.22024	1.88888	3.22309	3.29978	1.95042	1.95158
CENPC	CENPC: 	2.5471	0.947182	2.71526	2.22385	0.843188	0.574791
CENPF	CENPF: 	-1.28249	0.318529	-1.14589	-1.15003	0.439463	-0.122518
CENPK	CENPK: 	-1.87933	-0.182015	-1.70816	-1.81613	-0.167749	-0.566231
CENPM	CENPM: 	-4.60963	-0.912321	-3.60839	-3.6339	-0.603311	-0.746339
CENPQ	CENPQ: 	2.73948	0.727256	2.60158	2.54977	0.821477	0.798289
CENPW	CENPW: 	-1.67941	-0.472107	-2.04073	-1.66414	-0.237288	-0.743675
CEP104	CEP104: 	3.40566	1.92819	3.30006	3.30659	1.79808	1.77823
CEP120	CEP120: 	2.86617	0.999333	2.68665	2.66114	0.20403	0.140756
CEP135	CEP135: 	0.881489	-0.517135	0.988727	0.658092	-0.359834	-0.534085
CEP152	CEP152: 	0.797255	-0.64262	1.20358	0.57541	-0.662467	-0.410003
CEP250	CEP250: 	2.2278	0.576651	2.26534	1.99121	0.412403	0.201313
CEP290	CEP290: 	1.13184	0.0967121	1.03005	1.02083	-0.660416	-0.626512
CEP41	CEP41: 	1.69926	-0.466257	1.7446	1.60322	-1.30535	-0.778795
CEP44	CEP44: 	1.89613	0.320362	1.67816	1.72504	0.0650862	0.119431
CEP63	CEP63: 	2.12599	0.987678	2.00846	1.99542	0.71365	0.589627
CEP68	CEP68: 	3.54738	0.555808	3.64212	3.27292	0.321097	0.391809
CEP76	CEP76: 	3.18562	1.91777	3.01443	2.80201	1.3723	1.58685
CEP89	CEP89: 	2.97226	0.676806	2.81073	2.81878	0.652159	0.725226
CEP97	CEP97: 	1.99172	1.07758	2.09805	1.72523	0.554186	0.732896
CEPT1	CEPT1: 	4.58651	3.27679	4.42324	4.48741	2.83764	3.05874
CERK	CERK: 	1.95487	3.34285	2.36193	1.89631	3.12445	3.33579
CERNA1	CERNA1: 	0.242858	-1.84485	0.0368516	0.224971	-2.51193	-2.53187
CERNA2	CERNA2: 	-2.62755	-0.06051	-2.41985	-2.44537	0.858676	0.137756
CERS2	CERS2: 	5.66814	3.89809	5.53002	5.68776	3.48038	3.32541
CERS3	CERS3: 	2.30321	6.26333	2.7883	2.18205	6.10116	6.33373
CERS4	CERS4: 	-2.56564	4.01711	-1.55059	-1.61792	4.36865	3.93706
CERS5	CERS5: 	2.31988	1.23324	2.29797	2.26173	1.07964	0.935099
CERS6	CERS6: 	3.95208	2.27845	4.19123	3.71981	2.078	2.20481
CERT1	CERT1: 	4.60741	3.71342	4.71338	4.46385	3.34293	3.59152
CES3	CES3: 	-0.456819	-2.28111	-0.205959	-0.497208	-2.33663	-2.05061
CETN2	CETN2: 	5.77056	4.4566	5.51158	5.75298	4.58413	4.42722
CFAP20	CFAP20: 	4.60937	2.96341	4.30347	4.61469	3.03408	2.93867
CFAP298	CFAP298: 	3.18853	1.94412	3.01616	3.29535	1.95449	1.99453
CFAP43	CFAP43: 	-0.308033	-5.87313	-0.363522	-0.826193	-5.47297	-4.96456
CFAP53	CFAP53: 	1.0206	-1.38584	0.928736	1.06672	-1.53317	-1.81831
CFAP58	CFAP58: 	-1.13812	-2.94699	-0.586122	-0.770066	-3.07039	-2.40355
CFAP58-DT	CFAP58-DT: 	-3.96775	-0.212719	-4.9665	-3.40705	-0.315061	0.0615574
CFAP69	CFAP69: 	1.06021	-1.52221	0.876976	0.692848	-1.52415	-1.6361
CFAP70	CFAP70: 	0.539258	-1.39912	0.891312	0.611776	-1.57288	-1.73449
CFAP99	CFAP99: 	-4.94361	-5.86101	-4.94237	-4.96788	-6.46085	-6.43787
CFDP1	CFDP1: 	5.30605	4.23578	5.19092	5.29896	3.93264	3.96093
CFL1	CFL1: 	9.81691	8.22225	9.60279	9.87953	8.35634	8.19432
CFL2	CFL2: 	3.06363	2.11035	2.97276	2.89151	1.85255	1.93305
CGB3	CGB3: 	-4.31773	-26.5754	-3.46316	-3.14407	-26.5754	-26.5754
CGB5	CGB5: 	-0.273823	-26.5733	-3.0928	0.00272354	-22.9595	-26.5754
CGN	CGN: 	5.04282	3.78932	4.94742	5.03198	3.48066	3.77534
CGNL1	CGNL1: 	1.12809	1.9828	1.1073	0.935058	2.04216	2.37077
CHAC1	CHAC1: 	1.74882	4.26601	1.99833	2.10657	5.06964	5.49874
CHADL	CHADL: 	-0.84739	-2.56706	-0.828076	-0.795977	-2.10161	-2.1431
CHAF1A	CHAF1A: 	2.21696	1.11814	2.44455	2.32009	1.489	1.13827
CHCHD10	CHCHD10: 	-0.570769	2.25137	-0.853315	-0.595036	1.29446	1.97311
CHCHD3	CHCHD3: 	4.00063	2.994	3.8035	4.04149	2.85631	2.78411
CHCHD4	CHCHD4: 	3.05164	1.05957	2.59196	3.12086	0.974304	0.716381
CHCHD7	CHCHD7: 	3.99707	2.04671	3.93472	4.11381	1.88297	1.67832
CHD1	CHD1: 	3.28021	2.36869	3.36188	3.10139	1.82331	2.0609
CHD1L	CHD1L: 	1.12753	2.52584	1.18344	1.32931	2.47644	2.28078
CHD3	CHD3: 	4.99628	3.91221	5.1207	4.87763	3.85438	3.48576
CHD6	CHD6: 	3.3804	1.52384	3.30227	3.10019	0.559338	0.657758
CHDH	CHDH: 	-6.79379	-5.25175	-6.35017	-6.81805	-5.22838	-5.70308
CHERP	CHERP: 	3.9275	2.72093	4.11151	3.88738	2.94377	2.85068
CHID1	CHID1: 	4.47907	2.35655	4.30858	4.63182	2.38822	2.40228
CHM	CHM: 	3.14726	2.27363	3.16983	2.89772	1.83027	2.06075
CHML	CHML: 	2.163	-0.354233	1.57228	1.94503	-0.830633	-0.965531
CHMP1A	CHMP1A: 	6.14258	5.05459	6.19855	6.38684	5.28783	5.31763
CHMP1B	CHMP1B: 	7.53041	5.92532	7.30878	7.44874	5.64738	6.18309
CHMP7	CHMP7: 	3.93476	2.94661	3.76619	3.93429	2.55119	2.74701
CHP2	CHP2: 	-1.08908	2.92898	-0.780408	0.489533	2.50533	2.41779
CHPF	CHPF: 	5.22822	3.43859	5.60866	5.90598	4.118	3.91551
CHPF2	CHPF2: 	4.72732	3.69874	4.79603	4.82608	3.92544	3.66487
CHRNA3	CHRNA3: 	-6.13634	-0.79635	-7.49322	-6.57565	-2.48366	-2.29075
CHRNA9	CHRNA9: 	-6.61898	3.80181	-4.44781	-4.47332	1.79747	2.24322
CHST12	CHST12: 	-3.16688	-0.296449	-2.77064	-2.76444	-0.30232	-0.494337
CHST2	CHST2: 	-2.35606	2.46878	-2.31417	-1.75472	0.706502	1.59972
CHST6	CHST6: 	-1.51735	-4.73465	-1.3574	-1.61033	-4.6535	-4.73743
CHTF8	CHTF8: 	4.24139	3.11754	4.00801	4.29177	2.79613	2.80354
CHUK	CHUK: 	4.39397	3.02021	4.22971	4.24641	2.74121	2.76995
CHURC1-FNTB	CHURC1-FNTB: 	3.51578	2.18148	3.19843	3.53133	2.18623	1.99239
CIAO1	CIAO1: 	5.62685	3.72388	5.54156	5.58422	3.6025	3.47218
CIAO2A	CIAO2A: 	3.0684	1.83823	2.65243	3.05489	1.5128	1.3512
CIAO3	CIAO3: 	3.78583	2.57373	3.77114	3.97201	2.99216	2.86203
CIB1	CIB1: 	5.23444	3.29384	5.2779	5.52436	3.92736	3.50935
CIB2	CIB2: 	-0.0242405	2.65562	-0.399036	-0.483445	2.90623	2.83374
CIC	CIC: 	3.45144	2.38543	3.76816	3.58286	2.54668	2.45776
CIDEA	CIDEA: 	-3.12108	3.43185	-2.53487	-1.92295	2.72216	3.32718
CILK1	CILK1: 	2.8012	1.37597	2.67886	2.5081	1.00685	0.782776
CILP2	CILP2: 	-3.18313	-5.83749	-1.7094	-1.81508	-5.85237	-5.82939
CIR1	CIR1: 	5.16793	3.63835	4.88357	4.94013	3.51647	3.56158
CIRBP	CIRBP: 	5.89934	4.62754	5.76764	6.00173	4.66535	4.30319
CISD2	CISD2: 	2.49197	1.15765	2.18932	2.31869	0.982366	0.860962
CISH	CISH: 	-0.0561507	2.28014	0.390198	0.373298	2.22272	2.42985
CIT	CIT: 	-4.16967	-1.22908	-3.93138	-3.91383	-1.11056	-2.06189
CKAP2	CKAP2: 	1.62721	2.95352	1.64583	1.53262	2.90696	2.70538
CKAP2L	CKAP2L: 	-1.86706	-0.148864	-2.20556	-2.20683	0.0727911	-0.252789
CKB	CKB: 	1.55759	4.7987	2.52813	1.71836	4.41629	4.13915
CKMT1A	CKMT1A: 	0.824784	4.77145	1.50954	1.10155	4.79287	4.44535
CKMT1B	CKMT1B: 	-0.166349	4.10492	1.06546	0.627088	4.13765	3.99015
CKS2	CKS2: 	5.5	3.43139	4.90683	5.78902	3.32606	2.71224
CLCA2	CLCA2: 	5.52875	7.52594	5.6131	5.57506	7.81108	7.43932
CLCA4	CLCA4: 	2.32635	4.91711	2.14583	2.37557	5.01389	4.96265
CLCC1	CLCC1: 	3.20558	1.72433	3.06643	3.14016	1.18091	1.07782
CLCF1	CLCF1: 	3.69262	-0.268976	3.64424	3.77072	0.601633	0.756404
CLCN2	CLCN2: 	1.25523	-0.95662	1.13992	1.44471	-0.89514	-1.42737
CLCN5	CLCN5: 	1.28127	2.78126	1.50446	1.25571	2.30242	2.76865
CLCN7	CLCN7: 	4.85015	3.64811	5.09256	5.0774	3.71831	3.43282
CLDN12	CLDN12: 	5.83218	3.48887	5.64378	5.70032	3.82907	3.76388
CLDN15	CLDN15: 	2.29044	-0.48394	2.42818	2.1737	-0.703934	-1.07829
CLDN16	CLDN16: 	1.07354	-2.34878	1.26395	0.564813	-1.68559	-2.59549
CLDN17	CLDN17: 	-4.74419	3.79989	-3.83605	-3.59853	4.38423	4.67631
CLDN23	CLDN23: 	3.33354	-0.53863	3.24351	3.3298	-0.863613	-0.572698
CLDN3	CLDN3: 	-0.975471	-4.11379	-0.802559	-0.413947	-5.7124	-5.69
CLDN4	CLDN4: 	8.71585	6.10138	8.5067	8.77108	6.27602	6.83069
CLDN7	CLDN7: 	8.60978	4.88853	8.27232	8.62001	5.72805	6.18777
CLDN9	CLDN9: 	4.09364	-3.43011	4.48864	4.42698	-3.2226	-3.68504
CLDND1	CLDND1: 	6.52536	5.33987	6.46017	6.41604	5.37922	5.57766
CLEC18A	CLEC18A: 	-1.35928	-2.82237	-0.731194	-1.28728	-2.76355	-3.03374
CLIC3	CLIC3: 	2.83656	6.62149	3.29303	3.83661	7.36135	7.40364
CLIC4	CLIC4: 	6.56969	5.23304	6.71998	6.31836	4.86796	5.04109
CLIC5	CLIC5: 	-0.472422	-2.14303	-0.448479	-0.319608	-1.39397	-2.05549
CLMN	CLMN: 	-1.03587	-2.98033	-1.2923	-1.27051	-2.91032	-3.3442
CLMP	CLMP: 	-1.98479	0.154084	-1.68808	-1.45056	1.4101	0.882979
CLN5	CLN5: 	3.86363	2.1065	3.6626	3.89592	1.75606	1.61326
CLOCK	CLOCK: 	3.52981	1.74613	3.47283	3.35939	1.6185	1.64556
CLP1	CLP1: 	5.3693	3.25204	5.14251	5.31205	3.05437	2.91085
CLPTM1	CLPTM1: 	6.4502	5.16434	6.69434	6.66037	5.51015	5.50715
CLPTM1L	CLPTM1L: 	6.572	4.56854	6.57156	6.78333	4.51692	4.47345
CLSPN	CLSPN: 	-2.15729	-0.942654	-2.16811	-2.56488	-0.559049	-0.19649
CLSTN1	CLSTN1: 	6.80331	4.85567	6.79689	6.8837	5.17789	4.80357
CLTRN	CLTRN: 	3.68831	-2.29565	3.36176	3.54857	-1.8955	-2.7794
CLYBL	CLYBL: 	-3.52501	-1.89061	-3.81327	-3.83878	-2.45728	-1.84934
CMAS	CMAS: 	3.36225	4.91963	3.57436	3.48057	4.94527	4.98832
CMTM4	CMTM4: 	3.14682	2.23452	3.55957	3.15565	1.94524	1.9793
CMTM6	CMTM6: 	6.68926	5.12748	6.46433	6.44779	4.89445	4.92452
CMTM7	CMTM7: 	3.25963	-0.39286	2.67686	3.06638	-2.01156	-3.06658
CMTM8	CMTM8: 	-3.34452	1.47685	-1.75831	-3.52079	1.4347	1.28224
CMTR1	CMTR1: 	3.88313	2.88745	3.83595	3.93285	3.10129	2.63783
CNBD2	CNBD2: 	-6.48639	-7.81882	-6.31521	-5.92569	-7.41866	-7.39568
CNFN	CNFN: 	5.27206	10.6973	6.12844	6.42364	11.1265	11.6478
CNGA1	CNGA1: 	2.91346	0.199291	3.37825	2.8063	0.938068	0.899394
CNKSR1	CNKSR1: 	3.93902	2.08568	3.99941	4.01139	2.69667	2.43366
CNKSR3	CNKSR3: 	-4.09484	0.654688	-3.38353	-3.73097	0.364768	0.471455
CNNM2	CNNM2: 	0.157097	-0.896203	0.36464	0.053477	-1.09098	-1.2558
CNNM3	CNNM3: 	2.31114	1.03516	2.31372	2.24228	0.389772	0.170265
CNOT2	CNOT2: 	4.8156	3.76521	4.86448	4.766	3.65568	3.65824
CNOT6	CNOT6: 	4.36305	3.44809	4.35038	4.17357	3.07527	3.1477
CNOT7	CNOT7: 	3.76748	2.68987	3.79716	3.61754	2.55077	2.53712
CNOT8	CNOT8: 	5.22282	3.54541	5.10822	5.06781	3.47668	3.57479
CNP	CNP: 	5.81856	3.40205	5.57192	5.68453	3.71683	3.40563
CNPPD1	CNPPD1: 	4.87315	4.03779	4.97789	5.02209	3.92098	3.8845
CNPY2	CNPY2: 	5.68855	3.52356	5.1982	5.74513	3.28348	3.14144
CNPY3	CNPY3: 	3.07118	1.68379	2.9888	3.27524	1.00979	0.738071
CNTN1	CNTN1: 	-0.381061	3.04775	0.321994	0.358111	3.77622	2.95413
CNTNAP1	CNTNAP1: 	1.86241	-1.14909	2.08083	1.71997	-1.51447	-3.05853
CNTNAP3	CNTNAP3: 	1.73583	-0.355412	1.82739	1.78212	-0.0121056	-0.376949
COA1	COA1: 	1.96702	1.2354	2.02425	2.0479	0.921777	0.836588
COA5	COA5: 	3.65861	1.94018	3.37729	3.64623	1.79764	1.49015
COBL	COBL: 	1.64201	0.110395	1.55459	1.47779	0.203329	-0.12585
