ProbeID	GSM4634681	GSM4634685	GSM4634683	GSM4634682	GSM4634686	GSM4634684
ELOVL7	2.0	41.0	3.0	3.0	24.0	33.0
ELP2	10.0	4.0	9.0	10.0	3.0	3.0
ELP3	11.0	6.0	10.0	10.0	4.0	4.0
ELP4	2.0	1.0	2.0	2.0	0.0	0.0
EMB	2.0	15.0	2.0	3.0	10.0	14.0
EMBP1	0.0	0.0	0.0	0.0	0.0	0.0
EMC1-AS1	2.0	0.0	2.0	2.0	0.0	0.0
EMC10	11.0	3.0	12.0	16.0	4.0	4.0
EMC3	35.0	15.0	30.0	36.0	14.0	18.0
EMC4	250.0	65.0	188.0	258.0	70.0	79.0
EMC7	174.0	29.0	115.0	157.0	23.0	27.0
EMC8	14.0	5.0	12.0	16.0	5.0	5.0
EML1	1.0	13.0	1.0	1.0	13.0	13.0
EML2	5.0	11.0	3.0	5.0	11.0	11.0
EML3	2.0	7.0	2.0	2.0	8.0	6.0
EMP2	9.0	24.0	11.0	10.0	24.0	20.0
EMSY	5.0	2.0	6.0	4.0	1.0	1.0
ENAH	2.0	14.0	2.0	2.0	13.0	9.0
ENDOD1	12.0	34.0	13.0	12.0	31.0	30.0
ENDOU	1.0	44.0	2.0	2.0	41.0	36.0
ENDOV	4.0	1.0	4.0	4.0	1.0	1.0
ENKD1	5.0	1.0	5.0	7.0	1.0	1.0
ENKUR	0.0	0.0	0.0	0.0	0.0	0.0
ENO1-AS1	0.0	0.0	0.0	0.0	0.0	0.0
ENTPD1	0.0	0.0	1.0	0.0	0.0	0.0
ENTPD4	12.0	6.0	14.0	12.0	5.0	5.0
ENTPD6	31.0	2.0	27.0	33.0	3.0	3.0
EOGT	13.0	3.0	13.0	11.0	3.0	2.0
EP300-AS1	0.0	0.0	0.0	0.0	1.0	1.0
EP400	6.0	3.0	8.0	7.0	2.0	3.0
EPB41L1	20.0	5.0	23.0	18.0	4.0	4.0
EPB41L3	0.0	0.0	0.0	0.0	0.0	0.0
EPB41L5	7.0	1.0	7.0	7.0	2.0	2.0
EPCAM	104.0	1.0	88.0	109.0	2.0	1.0
EPGN	2.0	33.0	2.0	3.0	28.0	21.0
EPHA1	4.0	20.0	5.0	6.0	32.0	22.0
EPHB2	0.0	1.0	0.0	0.0	0.0	1.0
EPHB4	4.0	13.0	5.0	6.0	18.0	17.0
EPHB6	0.0	26.0	0.0	0.0	25.0	22.0
EPHX1	19.0	7.0	24.0	25.0	7.0	6.0
EPHX3	20.0	54.0	22.0	28.0	64.0	55.0
EPN3	14.0	59.0	13.0	17.0	52.0	88.0
EPS8	27.0	1.0	32.0	31.0	1.0	0.0
EPS8L1	12.0	77.0	15.0	15.0	104.0	151.0
ERAP1	25.0	4.0	21.0	22.0	3.0	2.0
ERAP2	4.0	0.0	4.0	4.0	0.0	0.0
ERBB3	74.0	27.0	72.0	64.0	34.0	36.0
ERCC1	7.0	13.0	7.0	8.0	16.0	21.0
ERCC3	35.0	12.0	33.0	38.0	12.0	11.0
ERCC4	3.0	1.0	3.0	3.0	1.0	1.0
ERCC6L2	1.0	1.0	2.0	1.0	0.0	0.0
EREG	7.0	23.0	7.0	7.0	15.0	22.0
ERFL	0.0	0.0	0.0	0.0	0.0	0.0
ERG	0.0	0.0	0.0	0.0	0.0	0.0
ERGIC3	196.0	64.0	191.0	225.0	58.0	57.0
ERI1	4.0	2.0	3.0	3.0	1.0	1.0
ERI2	10.0	3.0	11.0	9.0	2.0	2.0
ERI3	17.0	9.0	15.0	19.0	7.0	6.0
ERLEC1	44.0	15.0	38.0	38.0	12.0	13.0
ERLIN2	12.0	3.0	11.0	11.0	3.0	3.0
ERMARD	10.0	3.0	12.0	10.0	3.0	2.0
ERO1B	0.0	0.0	0.0	0.0	0.0	0.0
ERP29	132.0	39.0	95.0	146.0	37.0	33.0
ERVH48-1	0.0	0.0	0.0	0.0	0.0	0.0
ERVK13-1	2.0	0.0	2.0	2.0	0.0	0.0
ERVK3-1	38.0	10.0	30.0	38.0	10.0	10.0
ESAM	0.0	0.0	0.0	0.0	0.0	0.0
ESCO1	10.0	5.0	10.0	9.0	4.0	4.0
ESD	4.0	29.0	4.0	5.0	20.0	18.0
ESPL1	0.0	2.0	0.0	0.0	2.0	2.0
ESPN	7.0	0.0	5.0	8.0	1.0	0.0
ESYT2	60.0	14.0	59.0	56.0	12.0	13.0
ESYT3	0.0	13.0	0.0	0.0	8.0	13.0
ETAA1	7.0	2.0	6.0	6.0	2.0	1.0
ETFBKMT	0.0	0.0	0.0	0.0	0.0	0.0
ETFDH	6.0	26.0	7.0	8.0	17.0	21.0
ETNK1	11.0	3.0	13.0	10.0	3.0	2.0
ETNK2	0.0	1.0	0.0	0.0	2.0	2.0
ETV2	0.0	0.0	0.0	0.0	0.0	0.0
ETV3	29.0	8.0	29.0	26.0	7.0	8.0
ETV6	8.0	1.0	8.0	7.0	2.0	1.0
EVPL	17.0	69.0	26.0	20.0	98.0	103.0
EVPLL	0.0	2.0	0.0	0.0	5.0	3.0
EXOC3L4	0.0	0.0	0.0	0.0	0.0	0.0
EXOC7	50.0	20.0	48.0	49.0	21.0	21.0
EXOSC1	30.0	10.0	23.0	30.0	8.0	8.0
EXOSC10-AS1	0.0	0.0	0.0	1.0	0.0	0.0
EXOSC9	17.0	6.0	14.0	18.0	4.0	4.0
EXPH5	0.0	4.0	0.0	0.0	3.0	3.0
EXT1	40.0	6.0	38.0	38.0	7.0	5.0
EXT2	18.0	6.0	16.0	20.0	7.0	6.0
EXTL2	1.0	0.0	2.0	2.0	0.0	0.0
EXTL3	18.0	9.0	18.0	18.0	8.0	7.0
EYA3	8.0	3.0	8.0	7.0	4.0	3.0
EZH1	15.0	5.0	14.0	13.0	5.0	5.0
F11R	142.0	51.0	124.0	134.0	58.0	58.0
F2R	6.0	2.0	6.0	6.0	2.0	1.0
F2RL1	42.0	14.0	33.0	42.0	15.0	14.0
F3	146.0	338.0	152.0	160.0	305.0	419.0
FA2H	1.0	0.0	1.0	1.0	0.0	0.0
FAAHP1	0.0	0.0	0.0	0.0	0.0	0.0
FAAP24	2.0	0.0	2.0	2.0	0.0	0.0
FABP4	0.0	36.0	0.0	1.0	29.0	34.0
FABP5	38.0	3623.0	42.0	69.0	3665.0	3487.0
FAHD2A	2.0	0.0	2.0	2.0	0.0	0.0
FAM107B	48.0	2.0	38.0	42.0	3.0	4.0
FAM110C	3.0	11.0	5.0	3.0	11.0	13.0
FAM111A	17.0	4.0	19.0	17.0	4.0	3.0
FAM111A-DT	2.0	0.0	1.0	2.0	0.0	0.0
FAM111B	0.0	0.0	0.0	0.0	1.0	0.0
FAM114A1	14.0	5.0	13.0	13.0	6.0	5.0
FAM118B	12.0	5.0	11.0	12.0	4.0	4.0
FAM120A	40.0	17.0	38.0	38.0	16.0	15.0
FAM120AOS	6.0	2.0	5.0	6.0	2.0	2.0
FAM120B	10.0	5.0	11.0	10.0	4.0	5.0
FAM126A	5.0	1.0	5.0	4.0	1.0	1.0
FAM131A	3.0	8.0	3.0	3.0	7.0	9.0
FAM133B	9.0	4.0	8.0	8.0	3.0	3.0
FAM135A	4.0	14.0	5.0	4.0	13.0	12.0
FAM13A	1.0	0.0	1.0	1.0	0.0	0.0
FAM151B	2.0	0.0	3.0	2.0	0.0	0.0
FAM160A2	14.0	6.0	16.0	16.0	5.0	5.0
FAM160B1	10.0	3.0	12.0	8.0	2.0	2.0
FAM160B2	26.0	9.0	28.0	28.0	10.0	9.0
FAM161B	4.0	1.0	4.0	4.0	0.0	1.0
FAM168A	9.0	4.0	8.0	7.0	3.0	3.0
FAM169A	4.0	1.0	4.0	3.0	1.0	1.0
FAM171B	0.0	1.0	0.0	0.0	0.0	0.0
FAM174C	34.0	8.0	36.0	45.0	11.0	9.0
FAM198B-AS1	13.0	0.0	13.0	12.0	0.0	0.0
FAM199X	9.0	5.0	9.0	8.0	3.0	4.0
FAM200A	7.0	3.0	7.0	6.0	2.0	2.0
FAM204A	3.0	1.0	3.0	3.0	1.0	1.0
FAM209B	0.0	0.0	0.0	0.0	0.0	0.0
FAM20B	15.0	6.0	15.0	14.0	5.0	5.0
FAM20C	0.0	1.0	0.0	0.0	1.0	1.0
FAM210A	5.0	2.0	5.0	5.0	2.0	2.0
FAM210B	30.0	8.0	25.0	27.0	8.0	6.0
FAM217B	4.0	2.0	4.0	3.0	1.0	1.0
FAM221A	2.0	0.0	2.0	2.0	0.0	1.0
FAM234A	22.0	10.0	24.0	23.0	10.0	9.0
FAM234B	2.0	1.0	2.0	2.0	0.0	0.0
FAM25A	1.0	105.0	1.0	1.0	144.0	152.0
FAM27B	4.0	1.0	3.0	4.0	1.0	1.0
FAM32A	130.0	48.0	105.0	133.0	42.0	46.0
FAM3C	230.0	23.0	203.0	201.0	25.0	25.0
FAM43A	0.0	16.0	1.0	1.0	16.0	21.0
FAM49B	15.0	6.0	14.0	15.0	4.0	5.0
FAM50B	1.0	1.0	2.0	2.0	0.0	0.0
FAM53C	34.0	9.0	33.0	37.0	7.0	8.0
FAM72C	1.0	0.0	1.0	0.0	0.0	0.0
FAM72D	1.0	0.0	1.0	1.0	0.0	0.0
FAM81A	0.0	0.0	0.0	0.0	0.0	0.0
FAM83C	0.0	15.0	1.0	0.0	24.0	17.0
FAM83D	0.0	10.0	0.0	0.0	7.0	9.0
FAM83G	14.0	48.0	17.0	16.0	46.0	45.0
FAM89A	0.0	41.0	0.0	0.0	25.0	32.0
FAM89B	59.0	13.0	59.0	58.0	19.0	15.0
FAM91A1	33.0	13.0	29.0	29.0	10.0	10.0
FAM98C	10.0	4.0	9.0	12.0	4.0	4.0
FANCA	0.0	0.0	0.0	0.0	0.0	0.0
FANCM	1.0	0.0	1.0	0.0	0.0	0.0
FANK1	36.0	6.0	35.0	34.0	6.0	7.0
FAS	36.0	1.0	30.0	29.0	1.0	1.0
FASN	3.0	27.0	5.0	4.0	40.0	31.0
FAT2	1.0	21.0	1.0	1.0	20.0	19.0
FAU	667.0	293.0	471.0	707.0	239.0	262.0
FBH1	24.0	11.0	22.0	24.0	10.0	10.0
FBLIM1	6.0	47.0	7.0	6.0	48.0	53.0
FBN2	4.0	1.0	5.0	5.0	2.0	1.0
FBXL14	2.0	0.0	3.0	2.0	0.0	0.0
FBXL2	3.0	0.0	3.0	3.0	0.0	0.0
FBXL3	23.0	10.0	21.0	22.0	8.0	8.0
FBXO15	0.0	0.0	0.0	0.0	0.0	0.0
FBXO17	0.0	0.0	0.0	0.0	0.0	0.0
FBXO2	1.0	6.0	1.0	2.0	10.0	8.0
FBXO22	8.0	2.0	6.0	7.0	2.0	2.0
FBXO24	0.0	0.0	0.0	0.0	0.0	0.0
FBXO25	4.0	1.0	4.0	4.0	1.0	1.0
FBXO27	1.0	8.0	2.0	2.0	8.0	8.0
FBXO32	24.0	4.0	26.0	22.0	5.0	7.0
FBXO33	7.0	3.0	7.0	6.0	2.0	2.0
FBXO6	1.0	4.0	0.0	1.0	5.0	5.0
FBXO7	55.0	22.0	54.0	56.0	21.0	20.0
FBXW2	17.0	7.0	17.0	16.0	6.0	6.0
FBXW4	16.0	7.0	17.0	16.0	7.0	8.0
FBXW4P1	0.0	0.0	0.0	0.0	0.0	0.0
FBXW8	2.0	1.0	2.0	2.0	0.0	0.0
FCF1	13.0	6.0	11.0	13.0	5.0	5.0
FCGBP	0.0	0.0	0.0	0.0	0.0	0.0
FCHO1	0.0	2.0	0.0	0.0	2.0	1.0
FCHSD1	3.0	145.0	5.0	5.0	109.0	181.0
FCSK	3.0	1.0	3.0	3.0	1.0	1.0
FDPS	38.0	101.0	36.0	43.0	136.0	128.0
FDX1	8.0	3.0	5.0	6.0	2.0	2.0
FDXR	28.0	5.0	26.0	35.0	8.0	7.0
FEM1A	8.0	4.0	8.0	8.0	4.0	4.0
FEN1	14.0	5.0	14.0	16.0	6.0	3.0
FER1L4	0.0	0.0	0.0	0.0	0.0	0.0
FER1L6	0.0	0.0	1.0	0.0	0.0	0.0
FETUB	0.0	8.0	0.0	0.0	7.0	4.0
FEZ1	0.0	3.0	0.0	0.0	2.0	1.0
FGD1	0.0	1.0	0.0	0.0	1.0	1.0
FGD2	0.0	2.0	0.0	0.0	2.0	3.0
FGD3	0.0	2.0	0.0	0.0	2.0	2.0
FGD6	13.0	3.0	15.0	11.0	3.0	3.0
FGF1	0.0	0.0	0.0	0.0	0.0	0.0
FGF11	9.0	26.0	11.0	7.0	31.0	33.0
FGFBP1	15.0	249.0	22.0	37.0	368.0	256.0
FGFR1OP	2.0	0.0	2.0	2.0	0.0	0.0
FGFR1OP2	14.0	7.0	12.0	13.0	6.0	6.0
FGFR2	7.0	3.0	7.0	6.0	3.0	2.0
FGGY	2.0	1.0	2.0	2.0	0.0	0.0
FGR	0.0	0.0	0.0	0.0	0.0	0.0
FHAD1	0.0	0.0	0.0	0.0	0.0	0.0
FHDC1	0.0	12.0	1.0	1.0	10.0	12.0
FHL1	0.0	1.0	0.0	0.0	1.0	1.0
FHL2	12.0	5.0	10.0	14.0	5.0	5.0
FHL3	0.0	1.0	0.0	0.0	2.0	2.0
FIG4	10.0	5.0	9.0	9.0	4.0	4.0
FIGNL1	2.0	1.0	2.0	2.0	0.0	0.0
FILIP1	0.0	0.0	0.0	0.0	0.0	0.0
FILIP1L	6.0	24.0	6.0	6.0	17.0	19.0
FJX1	0.0	2.0	0.0	0.0	2.0	2.0
FKBP14	8.0	2.0	6.0	7.0	2.0	2.0
FKBP1A	167.0	78.0	143.0	167.0	74.0	65.0
FKBP1B	0.0	3.0	1.0	1.0	5.0	6.0
FKBP2	87.0	13.0	66.0	103.0	15.0	13.0
FKBP6	0.0	0.0	0.0	0.0	0.0	0.0
FKTN	5.0	1.0	5.0	4.0	1.0	1.0
FLG	1.0	412.0	2.0	1.0	158.0	269.0
FLG2	0.0	414.0	0.0	0.0	209.0	246.0
FLJ12825	0.0	0.0	0.0	0.0	0.0	0.0
FLJ20021	4.0	1.0	5.0	5.0	1.0	1.0
FLJ31356	5.0	0.0	3.0	4.0	0.0	0.0
FLJ37201	0.0	0.0	0.0	0.0	0.0	0.0
FLJ37453	4.0	0.0	3.0	5.0	0.0	0.0
FLJ46875	0.0	0.0	0.0	0.0	0.0	0.0
FLNC	0.0	0.0	0.0	0.0	0.0	0.0
FLOT1	74.0	18.0	71.0	78.0	14.0	13.0
FLRT1	0.0	0.0	0.0	0.0	0.0	0.0
FLRT2	0.0	1.0	0.0	0.0	1.0	1.0
FLT3LG	1.0	0.0	1.0	2.0	0.0	0.0
FLVCR2	0.0	7.0	1.0	0.0	6.0	7.0
FMN1	5.0	1.0	5.0	4.0	0.0	0.0
FMNL2	1.0	8.0	1.0	1.0	5.0	4.0
FMO2	0.0	2.0	0.0	0.0	5.0	5.0
FMO4	3.0	1.0	3.0	3.0	1.0	1.0
FMR1	28.0	8.0	26.0	24.0	6.0	6.0
FN3KRP	12.0	4.0	12.0	12.0	4.0	3.0
FNBP1L	29.0	10.0	31.0	23.0	5.0	6.0
FNDC10	0.0	2.0	0.0	0.0	1.0	1.0
FNDC3A	18.0	5.0	16.0	17.0	3.0	2.0
FNDC3B	28.0	5.0	31.0	25.0	5.0	5.0
FNDC4	0.0	2.0	0.0	0.0	1.0	1.0
FNIP1	11.0	4.0	11.0	9.0	2.0	3.0
FOLR3	0.0	3.0	0.0	0.0	3.0	4.0
FOXA1	31.0	0.0	31.0	29.0	0.0	0.0
FOXC1	41.0	7.0	36.0	32.0	9.0	10.0
FOXD4L6	0.0	0.0	0.0	0.0	0.0	0.0
FOXE1	0.0	2.0	0.0	0.0	1.0	2.0
FOXF2	0.0	0.0	0.0	0.0	0.0	0.0
FOXJ3	18.0	9.0	19.0	17.0	6.0	8.0
FOXM1	0.0	1.0	0.0	0.0	2.0	1.0
FOXN1	0.0	7.0	0.0	0.0	9.0	7.0
FOXO1	12.0	5.0	12.0	10.0	4.0	4.0
FOXO3	64.0	24.0	64.0	53.0	23.0	33.0
FOXP2	0.0	1.0	0.0	0.0	0.0	0.0
FOXP3	1.0	0.0	1.0	1.0	0.0	0.0
FOXRED1	6.0	3.0	6.0	7.0	2.0	2.0
FOXRED2	5.0	2.0	4.0	5.0	1.0	1.0
FPGT-TNNI3K	0.0	0.0	0.0	0.0	0.0	0.0
FRAT2	7.0	2.0	8.0	6.0	2.0	2.0
FRG1HP	3.0	1.0	3.0	4.0	1.0	0.0
FRK	10.0	0.0	9.0	8.0	1.0	0.0
FRMD3	0.0	0.0	0.0	0.0	0.0	0.0
FRMD4B	6.0	15.0	6.0	5.0	13.0	15.0
FRMD5	4.0	0.0	3.0	3.0	0.0	0.0
FRMPD1	0.0	10.0	0.0	0.0	4.0	5.0
FRS2	12.0	4.0	12.0	11.0	3.0	3.0
FRY	0.0	1.0	0.0	0.0	1.0	1.0
FRYL	19.0	6.0	18.0	16.0	4.0	5.0
FSCN1	3.0	20.0	4.0	6.0	41.0	29.0
FSTL3	30.0	5.0	30.0	58.0	9.0	7.0
FTH1	1865.0	655.0	1888.0	1703.0	868.0	1005.0
FTO	3.0	1.0	3.0	3.0	1.0	1.0
FUBP3	37.0	15.0	38.0	37.0	15.0	14.0
FUCA1	168.0	5.0	146.0	171.0	5.0	5.0
FUCA2	49.0	8.0	41.0	50.0	5.0	5.0
FUNDC2	7.0	2.0	7.0	8.0	2.0	2.0
FURIN	123.0	50.0	140.0	145.0	67.0	65.0
FUT11	5.0	2.0	5.0	4.0	2.0	1.0
FUT2	0.0	4.0	1.0	0.0	8.0	5.0
FUT6	0.0	0.0	0.0	0.0	0.0	0.0
FUZ	6.0	2.0	6.0	7.0	1.0	2.0
FXYD3	449.0	82.0	264.0	443.0	95.0	90.0
FXYD5	157.0	19.0	129.0	142.0	19.0	14.0
FYB1	2.0	0.0	2.0	1.0	0.0	0.0
FZD6	38.0	14.0	33.0	31.0	16.0	15.0
G2E3	10.0	2.0	9.0	7.0	2.0	1.0
G3BP2	87.0	19.0	86.0	80.0	14.0	13.0
G6PD	10.0	32.0	14.0	16.0	39.0	30.0
GAA	18.0	5.0	20.0	21.0	5.0	4.0
GABARAPL1	56.0	23.0	44.0	53.0	20.0	23.0
GABBR2	0.0	0.0	0.0	0.0	0.0	0.0
GABPA	13.0	6.0	13.0	11.0	5.0	5.0
GABPB1-AS1	2.0	0.0	2.0	2.0	0.0	0.0
GABPB2	3.0	1.0	3.0	2.0	1.0	0.0
GADD45A	103.0	32.0	80.0	102.0	33.0	35.0
GALE	37.0	9.0	36.0	43.0	10.0	10.0
GALNT10	7.0	3.0	6.0	8.0	2.0	2.0
GALNT11	13.0	5.0	11.0	12.0	4.0	4.0
GALNT18	1.0	5.0	1.0	2.0	8.0	6.0
GALNT2	68.0	15.0	69.0	76.0	17.0	16.0
GALNT4	8.0	0.0	7.0	8.0	0.0	0.0
GALNT5	22.0	1.0	14.0	15.0	3.0	3.0
GALNT7	84.0	7.0	84.0	73.0	6.0	5.0
GAMT	0.0	1.0	0.0	0.0	1.0	0.0
GAN	5.0	3.0	6.0	5.0	2.0	3.0
GANAB	67.0	34.0	68.0	70.0	34.0	27.0
GARNL3	0.0	0.0	0.0	0.0	0.0	0.0
GARS1	41.0	119.0	44.0	44.0	81.0	94.0
GAS6	45.0	13.0	48.0	58.0	21.0	17.0
GAS7	0.0	12.0	0.0	0.0	7.0	8.0
GASAL1	10.0	0.0	9.0	10.0	2.0	1.0
GASK1B	12.0	0.0	10.0	10.0	0.0	0.0
GAST	0.0	0.0	0.0	0.0	0.0	0.0
GATA3	22.0	7.0	23.0	19.0	9.0	8.0
GATAD1	14.0	4.0	14.0	12.0	3.0	3.0
GATAD2B	6.0	3.0	7.0	5.0	2.0	2.0
GATB	15.0	5.0	14.0	15.0	5.0	4.0
GATC	19.0	5.0	16.0	17.0	5.0	4.0
GATD1	14.0	7.0	19.0	18.0	9.0	8.0
GBA2	18.0	55.0	18.0	19.0	36.0	55.0
GBAP1	2.0	6.0	1.0	2.0	5.0	5.0
GBE1	22.0	13.0	27.0	23.0	9.0	9.0
GBP1	3.0	7.0	3.0	4.0	6.0	6.0
GBP3	47.0	17.0	39.0	42.0	22.0	20.0
GBP6	0.0	4.0	0.0	0.0	6.0	5.0
GCC2	32.0	3.0	31.0	28.0	3.0	3.0
GCDH	3.0	1.0	3.0	4.0	1.0	1.0
GCN1	22.0	11.0	25.0	23.0	10.0	9.0
GCNT2	2.0	0.0	2.0	2.0	0.0	0.0
GCNT4	1.0	10.0	2.0	1.0	6.0	9.0
GCOM1	3.0	18.0	3.0	3.0	10.0	17.0
GCSAM	0.0	0.0	0.0	0.0	0.0	0.0
GDA	2.0	18.0	2.0	2.0	11.0	16.0
GDAP1	0.0	4.0	0.0	0.0	3.0	3.0
GDE1	140.0	49.0	120.0	139.0	42.0	55.0
GDF15	101.0	5.0	87.0	109.0	7.0	8.0
GDF7	0.0	0.0	0.0	0.0	0.0	0.0
GDF9	0.0	0.0	0.0	0.0	0.0	0.0
GDPD2	0.0	0.0	0.0	0.0	1.0	0.0
GDPD3	13.0	49.0	9.0	11.0	48.0	55.0
GDPGP1	0.0	0.0	0.0	0.0	0.0	0.0
GEMIN6	2.0	1.0	2.0	2.0	1.0	1.0
GET1	7.0	2.0	6.0	6.0	2.0	1.0
GET3	67.0	27.0	58.0	81.0	26.0	26.0
GFER	8.0	2.0	6.0	8.0	2.0	2.0
GFM2	31.0	9.0	29.0	28.0	8.0	8.0
GFOD1	0.0	5.0	0.0	0.0	4.0	4.0
GFOD2	5.0	17.0	5.0	6.0	14.0	18.0
GFPT1	15.0	6.0	16.0	12.0	6.0	6.0
GFRA1	0.0	0.0	0.0	0.0	0.0	0.0
GGA2	13.0	6.0	12.0	12.0	5.0	4.0
GGCT	23.0	311.0	16.0	23.0	200.0	287.0
GGCX	14.0	3.0	13.0	14.0	3.0	3.0
GGH	18.0	108.0	13.0	16.0	105.0	101.0
GGN	0.0	0.0	0.0	0.0	0.0	0.0
GGT6	5.0	18.0	6.0	6.0	21.0	21.0
GGT8P	0.0	1.0	0.0	0.0	1.0	1.0
GHET1	3.0	0.0	1.0	2.0	0.0	0.0
GIGYF1	12.0	4.0	17.0	14.0	6.0	4.0
GINM1	62.0	16.0	50.0	55.0	15.0	16.0
GIT1	26.0	8.0	28.0	29.0	8.0	8.0
GIT2	10.0	4.0	9.0	9.0	4.0	4.0
GJA1	9.0	259.0	10.0	14.0	253.0	207.0
GJA3	0.0	0.0	0.0	0.0	0.0	0.0
GJB2	49.0	1695.0	67.0	67.0	2086.0	2055.0
GJB4	89.0	14.0	85.0	95.0	11.0	18.0
GJB6	3.0	451.0	5.0	7.0	443.0	495.0
GJC2	0.0	0.0	0.0	0.0	0.0	0.0
GJC3	0.0	2.0	0.0	0.0	1.0	1.0
GJD3	0.0	1.0	0.0	0.0	1.0	1.0
GK	0.0	3.0	0.0	0.0	5.0	4.0
GLA	36.0	10.0	27.0	39.0	7.0	9.0
GLB1	99.0	10.0	83.0	100.0	11.0	9.0
GLB1L	6.0	0.0	6.0	5.0	0.0	0.0
GLB1L2	0.0	1.0	0.0	0.0	0.0	1.0
GLCCI1	7.0	2.0	7.0	6.0	0.0	0.0
GLCCI1-DT	0.0	0.0	0.0	0.0	0.0	0.0
GLCE	7.0	1.0	6.0	7.0	1.0	1.0
GLG1	16.0	6.0	16.0	16.0	8.0	6.0
GLIPR1L2	0.0	0.0	0.0	0.0	0.0	0.0
GLIS3	0.0	0.0	0.0	0.0	0.0	0.0
GLMN	11.0	4.0	9.0	10.0	4.0	4.0
GLMP	72.0	13.0	45.0	72.0	15.0	13.0
GLRX	0.0	81.0	2.0	2.0	49.0	64.0
GLRX5	26.0	9.0	21.0	29.0	10.0	9.0
GLS	17.0	7.0	19.0	19.0	6.0	5.0
GLTP	37.0	800.0	37.0	39.0	726.0	926.0
GLUD1	37.0	13.0	33.0	35.0	13.0	11.0
GLYCTK	0.0	0.0	0.0	0.0	0.0	0.0
GLYR1	48.0	21.0	45.0	48.0	20.0	19.0
GMCL1	13.0	4.0	12.0	11.0	4.0	4.0
GMFB	34.0	10.0	27.0	31.0	8.0	7.0
GMPR2	25.0	14.0	25.0	26.0	10.0	10.0
GNA11	18.0	5.0	21.0	22.0	7.0	7.0
GNA13	19.0	8.0	20.0	17.0	5.0	5.0
GNA15	14.0	38.0	15.0	18.0	47.0	49.0
GNAI1	3.0	15.0	2.0	2.0	11.0	11.0
GNAL	3.0	1.0	4.0	3.0	1.0	0.0
GNAQ	15.0	6.0	15.0	12.0	5.0	5.0
GNB1	113.0	61.0	118.0	113.0	52.0	55.0
GNB1L	1.0	0.0	1.0	1.0	0.0	0.0
GNG10	11.0	24.0	10.0	12.0	23.0	22.0
GNG4	0.0	0.0	0.0	0.0	0.0	0.0
GNG5	95.0	39.0	81.0	98.0	47.0	50.0
GNL2	32.0	14.0	31.0	35.0	12.0	12.0
GNPDA1	27.0	11.0	24.0	25.0	9.0	9.0
GNPDA2	11.0	5.0	10.0	10.0	4.0	3.0
GNPTG	113.0	11.0	81.0	120.0	11.0	9.0
GNRHR	0.0	0.0	0.0	0.0	0.0	0.0
GNS	50.0	20.0	48.0	48.0	15.0	12.0
GOLGA6L5P	0.0	1.0	0.0	0.0	1.0	0.0
GOLGA7B	0.0	0.0	0.0	0.0	1.0	1.0
GOLGA8S	0.0	0.0	0.0	0.0	0.0	0.0
GOLGB1	23.0	12.0	24.0	20.0	8.0	10.0
GOLM1	41.0	11.0	42.0	43.0	8.0	12.0
GOLPH3	50.0	25.0	51.0	46.0	21.0	23.0
GOLPH3L	19.0	7.0	17.0	17.0	7.0	7.0
GOLT1A	1.0	0.0	1.0	2.0	0.0	0.0
GOLT1B	23.0	6.0	19.0	20.0	6.0	6.0
GON4L	10.0	4.0	11.0	9.0	4.0	3.0
GON7	8.0	2.0	6.0	9.0	2.0	2.0
GORAB	3.0	0.0	3.0	3.0	1.0	0.0
GORASP1	36.0	11.0	35.0	37.0	11.0	11.0
GORASP2	71.0	32.0	68.0	69.0	35.0	32.0
GP1BA	0.0	0.0	1.0	0.0	0.0	0.0
GPAA1	42.0	17.0	51.0	54.0	22.0	21.0
GPALPP1	4.0	1.0	3.0	3.0	0.0	0.0
GPAM	3.0	1.0	4.0	3.0	1.0	1.0
GPAT4	9.0	5.0	11.0	11.0	5.0	4.0
GPATCH1	3.0	2.0	3.0	3.0	1.0	1.0
GPATCH11	9.0	3.0	8.0	8.0	2.0	2.0
GPATCH3	11.0	5.0	10.0	12.0	5.0	4.0
GPATCH8	14.0	7.0	14.0	13.0	6.0	6.0
GPBAR1	0.0	0.0	0.0	0.0	0.0	0.0
GPBP1	25.0	10.0	25.0	23.0	8.0	9.0
GPC1	99.0	23.0	103.0	120.0	36.0	34.0
GPD1	0.0	0.0	0.0	0.0	0.0	0.0
GPD1L	4.0	1.0	5.0	4.0	1.0	1.0
GPD2	33.0	5.0	32.0	28.0	5.0	5.0
GPN1	19.0	7.0	16.0	19.0	8.0	6.0
GPN2	8.0	3.0	7.0	8.0	3.0	3.0
GPN3	10.0	3.0	8.0	11.0	3.0	3.0
GPNMB	71.0	215.0	82.0	104.0	176.0	166.0
GPR1	0.0	7.0	1.0	1.0	8.0	5.0
GPR107	39.0	15.0	45.0	40.0	14.0	15.0
GPR108	44.0	17.0	46.0	49.0	18.0	16.0
GPR137	9.0	3.0	12.0	12.0	4.0	3.0
GPR137B	4.0	17.0	6.0	4.0	15.0	13.0
GPR143	1.0	0.0	2.0	1.0	0.0	0.0
GPR35	1.0	0.0	1.0	1.0	0.0	0.0
GPR37L1	6.0	0.0	7.0	6.0	0.0	0.0
GPR78	0.0	0.0	0.0	0.0	1.0	0.0
GPRC5D	0.0	0.0	0.0	0.0	0.0	0.0
