AffyID	name	thr	mean	mean-thr	perc	min	max	sd	thrNum	hi	int	lo
CAMKK2	CAMKK2	2.03	2.03	-0.00	0.00	1.38	2.61	0.56	3	3	1	2
C1GALT1C1	C1GALT1C1	3.98	3.98	-0.00	0.00	2.07	5.89	1.78	3	3	0	3
RP2	RP2	2.98	2.98	-0.00	0.00	1.90	4.12	1.06	3	3	0	3
APCDD1L-DT	APCDD1L-DT	-3.14	-3.14	-0.00	0.00	-6.92	0.00	2.58	3	3	0	3
GPBAR1	GPBAR1	-4.50	-4.50	-0.00	0.00	-6.20	0.00	1.46	3	3	0	3
LAMB3	LAMB3	6.78	6.78	0.00	0.00	5.87	7.48	0.63	3	2	2	2
RNFT1	RNFT1	2.13	2.13	-0.00	0.00	1.23	2.94	0.66	3	3	1	2
CTSK	CTSK	0.30	0.30	0.00	0.00	-0.80	1.27	0.86	3	3	1	2
TMED7-TICAM2	TMED7-TICAM2	1.21	1.21	0.00	0.00	-0.20	2.52	1.19	3	3	0	3
SLC6A11	SLC6A11	-0.19	-0.19	0.00	0.00	-1.79	1.40	1.33	3	3	0	3
GCNT4	GCNT4	2.02	2.02	0.00	0.00	0.87	3.33	1.09	3	3	0	3
SLC41A3	SLC41A3	3.09	3.09	0.00	0.00	1.90	4.43	1.15	3	3	0	3
DNAAF1	DNAAF1	-4.13	-4.13	-0.00	0.00	-7.15	0.00	2.45	3	3	0	3
SAMD1	SAMD1	2.12	2.12	0.00	0.00	0.56	3.65	1.35	3	3	0	3
C8orf48	C8orf48	-0.85	-0.85	-0.00	0.00	-2.27	0.50	1.28	3	3	0	3
FLT3LG	FLT3LG	-0.16	-0.16	0.00	0.00	-1.75	1.02	1.11	3	3	0	3
EREG	EREG	3.60	3.60	0.00	0.00	2.81	4.53	0.73	3	2	1	3
ZNF19	ZNF19	-1.17	-1.17	0.00	0.00	-2.02	0.00	0.78	3	3	0	3
SAMD9	SAMD9	5.69	5.69	-0.00	0.00	4.98	6.37	0.55	3	2	3	1
FAM89B	FAM89B	4.94	4.94	-0.00	0.00	3.76	5.90	0.96	3	3	0	3
ETFBKMT	ETFBKMT	-1.64	-1.64	-0.00	0.00	-3.36	0.00	1.21	3	3	1	2
ARL5A	ARL5A	3.94	3.94	-0.00	0.00	2.50	5.62	1.37	3	3	0	3
EPB41L5	EPB41L5	1.93	1.93	0.00	0.00	0.82	2.94	0.96	3	3	0	3
RERE	RERE	3.40	3.40	0.00	0.00	2.72	4.27	0.59	3	1	3	2
RDH12	RDH12	1.97	1.97	-0.00	0.00	-2.10	5.90	3.76	3	3	0	3
DLGAP4	DLGAP4	4.13	4.13	-0.00	0.00	3.29	4.91	0.65	3	2	2	2
FGFBP1	FGFBP1	6.36	6.36	-0.00	0.00	3.98	8.53	1.85	3	3	0	3
LOC100506639	LOC100506639	-0.06	-0.06	0.00	0.00	-1.57	1.04	1.09	3	3	0	3
PIGT	PIGT	5.11	5.11	-0.00	0.00	4.06	6.09	0.90	3	3	0	3
SOCS4	SOCS4	2.49	2.49	0.00	0.00	1.55	3.23	0.71	3	3	1	2
TOPORS	TOPORS	3.80	3.80	0.00	0.00	3.02	4.53	0.60	3	2	2	2
CPEB1	CPEB1	-3.27	-3.27	0.00	0.00	-4.79	0.00	1.20	3	3	0	3
SRSF6	SRSF6	4.58	4.58	-0.00	0.00	3.70	5.45	0.70	3	3	0	3
HLA-F	HLA-F	2.55	2.55	0.00	0.00	-0.27	5.89	2.58	3	3	0	3
ILF3-DT	ILF3-DT	1.17	1.17	-0.00	0.00	0.29	2.19	0.77	3	2	1	3
MYRF	MYRF	-1.80	-1.80	0.00	0.00	-5.44	1.47	2.93	3	3	0	3
TAS1R3	TAS1R3	0.14	0.14	-0.00	0.00	-2.76	2.45	2.01	3	3	0	3
PROB1	PROB1	-1.97	-1.97	0.00	0.00	-3.09	0.00	0.97	3	3	0	3
RNF123	RNF123	3.48	3.48	-0.00	0.00	2.59	4.35	0.81	3	3	0	3
AKR1C3	AKR1C3	1.23	1.23	-0.00	0.00	-1.71	4.24	2.64	3	3	0	3
KLF11	KLF11	1.88	1.88	0.00	0.00	1.23	2.55	0.60	3	3	0	3
AAK1	AAK1	2.05	2.05	0.00	0.00	1.14	2.95	0.71	3	2	2	2
IGFL1	IGFL1	4.62	4.62	0.00	0.00	2.37	6.93	1.87	3	3	0	3
MRTO4	MRTO4	3.47	3.47	-0.00	0.00	2.70	4.26	0.61	3	2	2	2
GPD1L	GPD1L	1.40	1.40	0.00	0.00	0.21	2.33	0.87	3	3	0	3
LOC105369201	LOC105369201	-1.61	-1.61	0.00	0.00	-4.00	0.04	1.56	3	3	0	3
LIPM	LIPM	0.22	0.22	-0.00	0.00	-5.35	5.57	4.96	3	3	0	3
EIF2B5	EIF2B5	4.23	4.23	-0.00	0.00	3.56	4.83	0.52	3	2	3	1
SARAF	SARAF	6.34	6.34	0.00	0.00	5.43	7.09	0.73	3	3	1	2
SLC22A23	SLC22A23	3.97	3.97	0.00	0.00	3.15	4.74	0.71	3	3	0	3
TSC22D3	TSC22D3	3.93	3.93	-0.00	0.00	2.76	5.11	1.08	3	3	0	3
CRNN	CRNN	3.45	3.45	0.00	0.00	-2.87	9.81	5.97	3	3	0	3
MID1IP1	MID1IP1	3.04	3.04	-0.00	0.00	2.13	4.19	0.81	3	3	0	3
DKFZP586I1420	DKFZP586I1420	1.32	1.32	0.00	0.00	0.14	2.21	0.84	3	3	1	2
UNC93B1	UNC93B1	2.11	2.11	0.00	0.00	0.11	3.69	1.39	3	3	0	3
C12orf60	C12orf60	-0.10	-0.10	0.00	0.00	-1.92	1.69	1.59	3	3	0	3
DNAJC9	DNAJC9	3.40	3.40	-0.00	0.00	2.39	4.25	0.79	3	3	0	3
MRPL38	MRPL38	4.33	4.33	-0.00	0.00	3.60	5.09	0.57	3	1	3	2
SPACA4	SPACA4	-1.39	-1.39	-0.00	0.00	-2.07	0.00	0.55	3	2	2	2
KLHL15	KLHL15	0.26	0.26	0.00	0.00	-1.55	1.55	1.31	3	3	0	3
CDR2L	CDR2L	1.09	1.09	-0.00	0.00	-0.27	2.26	0.98	3	3	0	3
GPATCH11	GPATCH11	2.28	2.28	0.00	0.00	1.16	3.23	0.87	3	3	1	2
TPM3	TPM3	4.27	4.27	0.00	0.00	3.69	4.88	0.52	3	2	3	1
MET	MET	3.67	3.67	0.00	0.00	2.88	4.47	0.68	3	3	0	3
CCDC121	CCDC121	-0.01	-0.01	-0.00	0.00	-1.92	1.53	1.49	3	3	0	3
FPGT-TNNI3K	FPGT-TNNI3K	-3.25	-3.25	-0.00	0.00	-4.57	0.00	1.19	3	3	0	3
EPHB6	EPHB6	0.80	0.80	-0.00	0.00	-3.87	4.71	3.86	3	3	0	3
SELENOT	SELENOT	5.36	5.36	-0.00	0.00	4.43	6.29	0.80	3	3	0	3
AFAP1	AFAP1	2.00	2.00	-0.00	0.00	1.01	2.96	0.90	3	3	0	3
CASP6	CASP6	3.25	3.25	0.00	0.00	2.05	4.23	0.91	3	3	0	3
BID	BID	2.73	2.73	0.00	0.00	1.87	3.51	0.61	3	2	3	1
DPH7	DPH7	1.10	1.10	0.00	0.00	0.14	1.86	0.67	3	3	1	2
SOS1	SOS1	3.33	3.33	0.00	0.00	2.55	4.20	0.74	3	3	0	3
RAD52	RAD52	0.29	0.29	0.00	0.00	-0.50	1.12	0.70	3	3	0	3
CA5BP1-CA5B	CA5BP1-CA5B	-3.87	-3.87	0.00	0.00	-5.88	0.00	1.84	3	3	0	3
THEM4	THEM4	0.36	0.36	-0.00	0.00	-1.46	1.69	1.30	3	3	0	3
SUPT6H	SUPT6H	3.20	3.20	-0.00	0.00	2.06	4.50	1.13	3	3	0	3
ZNF697	ZNF697	0.33	0.33	-0.00	0.00	-1.04	1.57	1.10	3	3	0	3
IPMK	IPMK	1.10	1.10	0.00	0.00	0.48	1.74	0.57	3	2	1	3
HOXC-AS3	HOXC-AS3	-0.28	-0.28	-0.00	0.00	-2.74	1.62	1.67	3	3	0	3
NUBPL	NUBPL	1.39	1.39	0.00	0.00	0.63	2.14	0.66	3	3	0	3
LOC101928504	LOC101928504	-2.50	-2.50	0.00	0.00	-4.79	0.00	1.91	3	3	0	3
FCSK	FCSK	1.14	1.14	0.00	0.00	0.48	1.92	0.65	3	2	1	3
LCE2A	LCE2A	3.77	3.77	0.00	0.00	-2.14	9.06	5.04	3	3	0	3
KIAA1324	KIAA1324	-2.05	-2.05	-0.00	0.00	-3.83	0.00	1.49	3	3	0	3
FGFR2	FGFR2	2.30	2.30	0.00	0.00	1.58	2.95	0.55	3	2	3	1
LLGL1	LLGL1	3.70	3.70	0.00	0.00	2.89	4.35	0.58	3	2	2	2
GTF2IP12	GTF2IP12	-1.26	-1.26	0.00	0.00	-2.19	0.00	0.82	3	3	0	3
MIF4GD	MIF4GD	2.45	2.45	0.00	0.00	1.74	2.99	0.54	3	2	2	2
DUSP10	DUSP10	3.30	3.30	-0.00	0.00	1.78	4.49	1.12	3	3	0	3
CACNB1	CACNB1	-1.42	-1.42	-0.00	0.00	-2.82	0.10	1.23	3	3	0	3
LINC01000	LINC01000	1.59	1.59	-0.00	0.00	0.80	2.51	0.66	3	2	2	2
ITPR2	ITPR2	0.47	0.47	-0.00	0.00	-0.49	1.33	0.73	3	2	1	3
ZNF142	ZNF142	0.73	0.73	0.00	0.00	-0.08	1.57	0.64	3	2	2	2
TNKS2	TNKS2	4.65	4.65	-0.00	0.00	3.87	5.40	0.68	3	3	1	2
FOXD4L6	FOXD4L6	-13.62	-13.62	0.00	0.00	-26.58	0.00	9.17	3	3	0	3
CLP1	CLP1	4.17	4.17	0.00	0.00	2.91	5.37	1.11	3	3	0	3
CREBRF	CREBRF	1.65	1.65	0.00	0.00	0.42	2.83	1.02	3	3	0	3
ATP12A	ATP12A	5.47	5.47	0.00	0.00	2.80	7.68	1.93	3	3	0	3
ARID3A	ARID3A	1.14	1.14	-0.00	0.00	0.02	1.97	0.76	3	3	0	3
NUDT17	NUDT17	-0.31	-0.31	0.00	0.00	-1.70	1.05	1.19	3	3	0	3
TUBB6	TUBB6	5.63	5.63	-0.00	0.00	4.42	6.81	0.95	3	3	0	3
PRC1	PRC1	0.82	0.82	0.00	0.00	-0.57	2.42	1.23	3	3	0	3
TG	TG	-4.42	-4.42	0.00	0.00	-6.86	0.00	1.89	3	3	0	3
ACTL6A	ACTL6A	3.83	3.83	-0.00	0.00	3.14	4.44	0.54	3	2	2	2
RRP1B	RRP1B	3.21	3.21	-0.00	0.00	2.22	3.96	0.77	3	3	1	2
UBE2D1	UBE2D1	4.58	4.58	-0.00	0.00	3.02	6.10	1.39	3	3	0	3
CDKL3	CDKL3	-0.82	-0.82	0.00	0.00	-3.56	1.45	2.16	3	3	0	3
GGA2	GGA2	3.03	3.03	-0.00	0.00	2.14	3.72	0.65	3	3	1	2
STXBP4	STXBP4	-1.14	-1.14	0.00	0.00	-2.18	0.00	0.82	3	3	0	3
GAMT	GAMT	-0.99	-0.99	-0.00	0.00	-2.67	0.28	1.20	3	3	0	3
ABHD6	ABHD6	1.76	1.76	-0.00	0.00	1.13	2.71	0.64	3	2	1	3
LENG8-AS1	LENG8-AS1	-0.98	-0.98	0.00	0.00	-2.28	0.29	1.19	3	3	0	3
HCG4	HCG4	0.45	0.45	-0.00	0.00	-0.71	1.84	0.98	3	3	0	3
LINC02298	LINC02298	-0.50	-0.50	0.00	0.00	-2.88	1.41	1.72	3	3	0	3
LINC01530	LINC01530	-3.49	-3.49	0.00	0.00	-4.48	0.00	0.89	3	2	1	3
MAP4K3	MAP4K3	3.24	3.24	-0.00	0.00	2.22	4.12	0.77	3	3	0	3
IRX3	IRX3	0.83	0.83	0.00	0.00	-1.01	2.70	1.52	3	3	0	3
UIMC1	UIMC1	2.40	2.40	-0.00	0.00	1.73	2.94	0.51	3	2	3	1
PARP8	PARP8	0.75	0.75	0.00	0.00	-0.35	1.83	0.96	3	3	0	3
RSF1	RSF1	3.02	3.02	0.00	0.00	2.21	3.81	0.67	3	2	2	2
HLA-C	HLA-C	7.72	7.72	0.00	0.00	5.48	10.05	2.01	3	3	0	3
ZBTB6	ZBTB6	2.68	2.68	0.00	0.00	1.78	3.39	0.66	3	3	1	2
CTDSP2	CTDSP2	4.64	4.64	-0.00	0.00	4.04	5.17	0.51	3	2	2	2
SRFBP1	SRFBP1	1.82	1.82	-0.00	0.00	1.12	2.56	0.60	3	2	2	2
TGFA	TGFA	5.69	5.69	-0.00	0.00	4.86	6.32	0.65	3	3	1	2
FLOT1	FLOT1	5.08	5.08	0.00	0.00	3.76	6.29	1.15	3	3	0	3
C1orf198	C1orf198	2.40	2.40	0.00	0.00	1.41	3.35	0.88	3	3	0	3
SACM1L	SACM1L	3.76	3.76	-0.00	0.00	2.89	4.62	0.76	3	3	0	3
HEXB	HEXB	6.37	6.37	-0.00	0.00	5.22	7.51	0.99	3	3	0	3
ZNF714	ZNF714	0.75	0.75	-0.00	0.00	-0.51	2.12	1.20	3	3	0	3
GJA3	GJA3	-4.18	-4.18	-0.00	0.00	-5.67	0.00	1.20	3	3	0	3
LYRM1	LYRM1	3.25	3.25	0.00	0.00	2.34	4.10	0.72	3	2	1	3
ATXN1	ATXN1	2.07	2.07	-0.00	0.00	1.43	2.88	0.61	3	2	1	3
EBNA1BP2	EBNA1BP2	5.75	5.75	0.00	0.00	5.12	6.48	0.59	3	2	1	3
FAM174C	FAM174C	4.28	4.28	-0.00	0.00	3.03	5.51	1.00	3	3	0	3
UTP25	UTP25	1.70	1.70	0.00	0.00	0.44	2.95	1.16	3	3	0	3
DHRS4	DHRS4	3.04	3.04	0.00	0.00	1.67	4.21	1.08	3	3	1	2
GET1	GET1	1.98	1.98	0.00	0.00	0.80	2.95	0.89	3	3	0	3
KDM4D	KDM4D	-1.99	-1.99	-0.00	0.00	-3.91	0.00	1.48	3	3	0	3
SAP30L	SAP30L	1.59	1.59	-0.00	0.00	0.79	2.37	0.69	3	3	1	2
GTF2H2C_2	GTF2H2C_2	0.67	0.67	-0.00	0.00	-0.97	2.23	1.37	3	3	0	3
TTC19	TTC19	3.92	3.92	0.00	0.00	2.84	4.71	0.78	3	3	1	2
LPP-AS2	LPP-AS2	-1.06	-1.06	-0.00	0.00	-2.99	0.95	1.75	3	3	0	3
EFCAB12	EFCAB12	-3.10	-3.10	0.00	0.00	-6.46	0.00	2.36	3	3	0	3
STARD7	STARD7	4.76	4.76	0.00	0.00	3.93	5.54	0.71	3	3	0	3
POFUT2	POFUT2	2.40	2.40	0.00	0.00	0.69	4.05	1.58	3	3	0	3
LRPAP1	LRPAP1	4.08	4.08	0.00	0.00	2.46	5.82	1.47	3	3	0	3
KANSL1L	KANSL1L	0.56	0.56	0.00	0.00	-0.58	1.73	0.95	3	3	0	3
TNNT1	TNNT1	1.49	1.49	0.00	0.00	-0.90	3.72	2.09	3	3	0	3
LOC102723769	LOC102723769	-3.60	-3.60	0.00	0.00	-5.83	0.00	1.75	3	3	0	3
IQSEC1	IQSEC1	-0.54	-0.54	-0.00	0.00	-1.99	1.16	1.42	3	3	0	3
RBPMS-AS1	RBPMS-AS1	1.22	1.22	0.00	0.00	-0.20	2.36	0.99	3	3	0	3
BAG1	BAG1	4.90	4.90	0.00	0.00	3.96	5.84	0.87	3	3	0	3
SPIN1	SPIN1	4.39	4.39	0.00	0.00	3.64	5.02	0.58	3	2	2	2
DAG1	DAG1	4.77	4.77	0.00	0.00	3.39	6.09	1.19	3	3	0	3
RBM18	RBM18	3.00	3.00	0.00	0.00	2.14	3.78	0.70	3	3	1	2
CPLANE1	CPLANE1	-0.76	-0.76	0.00	0.00	-1.70	0.40	0.78	3	2	1	3
LYPLA2	LYPLA2	5.75	5.75	0.00	0.00	4.97	6.45	0.62	3	3	0	3
CCDC28A	CCDC28A	3.09	3.09	-0.00	0.00	2.14	3.98	0.82	3	3	0	3
ZFHX3	ZFHX3	0.47	0.47	-0.00	0.00	-0.28	1.04	0.56	3	2	2	2
NUTM2A	NUTM2A	0.68	0.68	0.00	0.00	-0.54	1.88	1.02	3	3	0	3
RIMS3	RIMS3	-2.06	-2.06	0.00	0.00	-4.84	0.13	2.16	3	3	0	3
BLMH	BLMH	2.39	2.39	0.00	0.00	-0.25	5.41	2.42	3	3	0	3
GPATCH1	GPATCH1	1.36	1.36	0.00	0.00	0.67	1.95	0.54	3	2	2	2
UTP6	UTP6	3.31	3.31	-0.00	0.00	2.52	4.02	0.64	3	3	1	2
CDC20	CDC20	1.14	1.14	0.00	0.00	-0.27	2.92	1.35	3	3	0	3
CYP39A1	CYP39A1	-1.79	-1.79	-0.00	0.00	-4.14	0.71	2.26	3	3	0	3
SERPINB3	SERPINB3	7.35	7.35	0.00	0.00	3.28	11.16	3.72	3	3	0	3
TRAF4	TRAF4	4.85	4.85	-0.00	0.00	3.91	5.70	0.79	3	3	0	3
PPP2R2C	PPP2R2C	-0.36	-0.36	0.00	0.00	-4.40	2.98	3.31	3	3	0	3
ADPGK	ADPGK	3.71	3.71	0.00	0.00	2.73	4.71	0.85	3	3	0	3
RNPEPL1	RNPEPL1	3.78	3.78	0.00	0.00	2.00	5.30	1.32	3	3	0	3
ACER2	ACER2	2.43	2.43	-0.00	0.00	0.37	4.30	1.80	3	3	0	3
CFAP58	CFAP58	-1.82	-1.82	-0.00	0.00	-3.07	0.00	1.02	3	3	0	3
AHI1	AHI1	1.62	1.62	-0.00	0.00	0.15	3.03	1.24	3	3	0	3
NEK10	NEK10	-3.29	-3.29	0.00	0.00	-4.81	0.00	1.27	3	3	0	3
CERNA2	CERNA2	-1.09	-1.09	0.00	0.00	-2.63	0.86	1.43	3	3	0	3
CLSTN1	CLSTN1	5.89	5.89	0.00	0.00	4.80	6.88	0.95	3	3	0	3
CTSL	CTSL	5.66	5.66	-0.00	0.00	4.08	7.24	1.34	3	3	0	3
ZNF251	ZNF251	2.10	2.10	0.00	0.00	1.11	3.18	0.94	3	3	0	3
NEDD4L	NEDD4L	3.04	3.04	-0.00	0.00	1.89	4.14	0.91	3	3	0	3
SNAI3	SNAI3	-2.62	-2.62	0.00	0.00	-3.58	0.00	0.87	3	3	0	3
NIF3L1	NIF3L1	2.73	2.73	0.00	0.00	1.87	3.50	0.75	3	3	0	3
PGLYRP4	PGLYRP4	3.62	3.62	0.00	0.00	1.91	5.37	1.50	3	3	0	3
LCE2B	LCE2B	4.24	4.24	-0.00	0.00	-2.72	10.14	5.39	3	3	0	3
DMPK	DMPK	3.10	3.10	0.00	0.00	2.03	4.19	0.88	3	3	0	3
TAP1	TAP1	4.36	4.36	0.00	0.00	2.79	6.13	1.52	3	3	0	3
TEX52	TEX52	-3.34	-3.34	0.00	0.00	-4.00	0.00	0.68	3	2	1	3
NWD1	NWD1	-2.76	-2.76	0.00	0.00	-4.13	0.00	1.31	3	3	0	3
LRP6	LRP6	1.90	1.90	0.00	0.00	1.16	2.58	0.60	3	3	1	2
BTN3A1	BTN3A1	1.65	1.65	0.00	0.00	-0.16	3.68	1.55	3	3	0	3
SDAD1	SDAD1	3.71	3.71	0.00	0.00	2.95	4.38	0.63	3	3	1	2
LOC112543491	LOC112543491	-4.02	-4.02	-0.00	0.00	-6.83	0.00	1.96	3	3	0	3
MOK	MOK	0.86	0.86	-0.00	0.00	-0.19	1.85	0.91	3	3	0	3
PXDC1	PXDC1	4.12	4.12	0.00	0.00	3.26	4.94	0.75	3	3	0	3
XPOT	XPOT	3.55	3.55	-0.00	0.00	2.71	4.58	0.81	3	3	0	3
SVBP	SVBP	2.96	2.96	0.00	0.00	1.80	4.16	1.05	3	3	0	3
XRCC3	XRCC3	1.05	1.05	0.00	0.00	0.04	1.82	0.74	3	3	1	2
EIF2AK1	EIF2AK1	4.83	4.83	0.00	0.00	3.98	5.65	0.76	3	3	0	3
ATG12	ATG12	3.09	3.09	-0.00	0.00	2.23	3.92	0.73	3	3	0	3
NT5DC2	NT5DC2	2.26	2.26	0.00	0.00	0.09	4.63	2.04	3	3	0	3
MIEF1	MIEF1	3.34	3.34	0.00	0.00	2.44	4.25	0.83	3	3	0	3
ATF4	ATF4	6.45	6.45	-0.00	0.00	5.77	7.16	0.57	3	2	3	1
RSPH10B2	RSPH10B2	-4.78	-4.78	0.00	0.00	-6.98	0.00	1.80	3	3	0	3
FNDC4	FNDC4	-0.53	-0.53	0.00	0.00	-2.29	1.08	1.51	3	3	0	3
ACD	ACD	1.67	1.67	0.00	0.00	0.89	2.41	0.67	3	3	0	3
FGD6	FGD6	2.74	2.74	0.00	0.00	1.69	3.92	1.02	3	3	0	3
TDRKH	TDRKH	1.24	1.24	-0.00	0.00	-0.23	2.44	1.06	3	3	1	2
ALDH1L1	ALDH1L1	-1.54	-1.54	0.00	0.00	-2.91	0.00	1.17	3	3	0	3
CASKIN2	CASKIN2	2.28	2.28	0.00	0.00	1.09	3.36	0.92	3	3	0	3
LOC101927354	LOC101927354	-2.61	-2.61	0.00	0.00	-4.37	0.00	1.53	3	3	0	3
BORCS8-MEF2B	BORCS8-MEF2B	0.88	0.88	0.00	0.00	-0.01	1.70	0.66	3	2	2	2
PRDX4	PRDX4	4.59	4.59	-0.00	0.00	3.67	5.56	0.75	3	3	1	2
PEX3	PEX3	2.77	2.77	0.00	0.00	2.13	3.39	0.52	3	2	2	2
NT5DC1	NT5DC1	2.18	2.18	0.00	0.00	0.94	3.24	1.03	3	3	0	3
CTBP1-DT	CTBP1-DT	1.19	1.19	0.00	0.00	-0.28	2.41	1.18	3	3	0	3
GDAP1	GDAP1	0.83	0.83	0.00	0.00	-0.37	2.16	1.10	3	3	0	3
CYP4F11	CYP4F11	-0.70	-0.70	-0.00	0.00	-3.11	1.73	2.04	3	3	0	3
CYP21A1P	CYP21A1P	-1.86	-1.86	-0.00	0.00	-3.93	0.00	1.61	3	3	0	3
PCSK5	PCSK5	2.37	2.37	-0.00	0.00	1.16	3.74	1.04	3	3	0	3
C3orf38	C3orf38	3.87	3.87	-0.00	0.00	3.19	4.52	0.58	3	3	1	2
RAB34	RAB34	2.07	2.07	0.00	0.00	1.32	2.98	0.69	3	2	1	3
LACTB2	LACTB2	2.80	2.80	0.00	0.00	1.78	3.68	0.80	3	3	0	3
WBP4	WBP4	3.26	3.26	0.00	0.00	2.27	4.26	0.89	3	3	0	3
IFT22	IFT22	1.07	1.07	0.00	0.00	-0.12	2.34	1.13	3	3	0	3
DLX3	DLX3	2.57	2.57	-0.00	0.00	0.64	4.10	1.43	3	3	0	3
LOC102723665	LOC102723665	-1.89	-1.89	-0.00	0.00	-4.63	0.36	2.09	3	3	0	3
DMWD	DMWD	2.92	2.92	-0.00	0.00	2.13	3.78	0.76	3	3	0	3
NACC1	NACC1	4.36	4.36	0.00	0.00	3.58	5.01	0.56	3	1	3	2
RAVER1	RAVER1	2.38	2.38	0.00	0.00	1.75	3.18	0.55	3	2	2	2
RAD18	RAD18	0.61	0.61	-0.00	0.00	-0.45	1.67	0.90	3	3	0	3
NDUFC2	NDUFC2	4.68	4.68	0.00	0.00	3.87	5.45	0.65	3	2	2	2
IL37	IL37	0.85	0.85	-0.00	0.00	-2.86	5.49	3.45	3	3	0	3
RBMS2	RBMS2	2.45	2.45	0.00	0.00	1.89	3.16	0.53	3	2	2	2
SYAP1	SYAP1	3.53	3.53	0.00	0.00	2.88	4.15	0.59	3	3	1	2
ALKBH8	ALKBH8	1.60	1.60	0.00	0.00	0.39	2.66	0.95	3	3	0	3
PRR9	PRR9	2.72	2.72	0.00	0.00	-2.02	7.23	3.84	3	3	0	3
DSEL	DSEL	-0.07	-0.07	0.00	0.00	-1.27	1.11	1.06	3	3	0	3
SYNJ2BP	SYNJ2BP	2.34	2.34	0.00	0.00	0.88	3.70	1.24	3	3	0	3
ZNF341-AS1	ZNF341-AS1	-0.70	-0.70	-0.00	0.00	-2.71	1.21	1.79	3	3	0	3
RNF38	RNF38	2.61	2.61	0.00	0.00	1.55	3.56	0.83	3	3	1	2
PCDHB8	PCDHB8	-3.40	-3.40	0.00	0.00	-5.73	0.00	1.60	3	3	0	3
PRPF31	PRPF31	4.60	4.60	-0.00	0.00	3.48	5.70	0.96	3	3	0	3
ZNF784	ZNF784	0.18	0.18	-0.00	0.00	-0.51	0.94	0.58	3	2	2	2
IGF1R	IGF1R	3.15	3.15	0.00	0.00	2.08	4.21	0.99	3	3	0	3
ZNF136	ZNF136	0.68	0.68	-0.00	0.00	-0.91	1.93	1.18	3	3	0	3
TMEM50A	TMEM50A	6.03	6.03	0.00	0.00	5.37	6.77	0.60	3	2	2	2
CLDN15	CLDN15	0.77	0.77	0.00	0.00	-1.08	2.43	1.54	3	3	0	3
HNRNPAB	HNRNPAB	6.21	6.21	0.00	0.00	5.14	7.06	0.79	3	3	1	2
PDZD7	PDZD7	-2.94	-2.94	-0.00	0.00	-3.90	0.00	0.87	3	2	1	3
ABL2	ABL2	2.13	2.13	0.00	0.00	1.07	2.98	0.84	3	3	1	2
ATN1	ATN1	4.18	4.18	0.00	0.00	3.56	4.87	0.55	3	1	3	2
CTDP1	CTDP1	2.57	2.57	-0.00	0.00	1.74	3.36	0.63	3	2	2	2
IGFL3	IGFL3	2.62	2.62	0.00	0.00	0.12	4.93	2.09	3	3	0	3
NIBAN1	NIBAN1	1.92	1.92	0.00	0.00	0.57	3.26	1.22	3	3	0	3
GNA13	GNA13	3.47	3.47	0.00	0.00	2.42	4.34	0.80	3	3	1	2
PNLDC1	PNLDC1	-3.87	-3.87	-0.00	0.00	-6.30	0.00	1.65	3	3	0	3
TOB2P1	TOB2P1	-1.35	-1.35	0.00	0.00	-3.75	1.08	2.38	3	3	0	3
RAD54L2	RAD54L2	2.11	2.11	0.00	0.00	1.22	3.02	0.82	3	3	0	3
LGALSL	LGALSL	4.67	4.67	-0.00	0.00	1.93	7.57	2.66	3	3	0	3
ZNF530	ZNF530	-0.34	-0.34	0.00	0.00	-2.13	1.16	1.43	3	3	0	3
TPP2	TPP2	3.56	3.56	0.00	0.00	2.81	4.29	0.60	3	2	2	2
WBP11	WBP11	3.84	3.84	-0.00	0.00	3.04	4.57	0.72	3	3	0	3
DGAT1	DGAT1	2.74	2.74	0.00	0.00	1.74	3.78	0.86	3	3	0	3
CLDN16	CLDN16	-0.62	-0.62	0.00	0.00	-2.60	1.26	1.63	3	3	0	3
LOC644285	LOC644285	-4.83	-4.83	0.00	0.00	-7.73	0.00	2.05	3	3	0	3
TSPAN9	TSPAN9	1.60	1.60	-0.00	0.00	0.40	2.80	0.98	3	3	0	3
TIRAP	TIRAP	0.77	0.77	0.00	0.00	-0.59	1.76	0.96	3	3	1	2
CCDC92	CCDC92	2.96	2.96	-0.00	0.00	1.82	4.06	1.03	3	3	0	3
TMED9	TMED9	6.44	6.44	0.00	0.00	5.69	7.24	0.62	3	2	2	2
PARP12	PARP12	3.33	3.33	0.00	0.00	2.25	4.31	0.84	3	3	0	3
METTL15	METTL15	1.94	1.94	0.00	0.00	1.10	2.70	0.71	3	3	0	3
ANTXR2	ANTXR2	1.98	1.98	0.00	0.00	-0.49	3.63	1.58	3	3	0	3
ZBED2	ZBED2	3.48	3.48	0.00	0.00	2.33	5.02	1.08	3	3	0	3
RIC8A	RIC8A	4.79	4.79	-0.00	0.00	4.16	5.46	0.56	3	2	2	2
SF3A3	SF3A3	4.14	4.14	0.00	0.00	3.34	4.82	0.61	3	2	2	2
SAP30L-AS1	SAP30L-AS1	-2.71	-2.71	0.00	0.00	-5.13	0.00	2.12	3	3	0	3
TMEM132A	TMEM132A	4.66	4.66	0.00	0.00	3.16	6.17	1.29	3	3	0	3
ABCF3	ABCF3	4.15	4.15	0.00	0.00	3.49	4.78	0.58	3	3	0	3
