AffyID	name	thr	mean	mean-thr	perc	min	max	sd	thrNum	hi	int	lo
ANGPT2	ANGPT2	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
NKG7	NKG7	13.66	13.75	0.10	0.12	13.18	14.27	0.32	4	1	11	0
STAT4	STAT4	11.42	11.34	-0.08	-0.11	11.12	11.74	0.16	9	0	12	0
SAP130	SAP130	8.54	8.57	0.03	0.00	8.26	8.95	0.20	5	0	12	0
PSMB8	PSMB8	11.18	11.01	-0.18	-0.11	10.67	11.69	0.34	9	1	10	1
P2RX1	P2RX1	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
NFATC1	NFATC1	7.35	7.46	0.11	0.12	6.67	7.99	0.36	4	2	9	1
GATA1	GATA1	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
GSN	GSN	7.90	7.67	-0.23	-0.12	6.81	9.00	0.71	8	3	3	6
NCF2	NCF2	7.63	7.75	0.12	0.00	5.96	9.18	0.83	5	4	5	3
BATF3	BATF3	6.24	6.74	0.50	0.12	4.32	8.88	1.60	4	7	2	3
S100A9	S100A9	9.04	8.70	-0.34	-0.25	7.01	10.66	1.15	8	4	3	5
TNFRSF12A	TNFRSF12A	5.08	5.03	-0.05	0.00	4.32	5.86	0.39	7	1	10	1
CALR	CALR	12.74	12.46	-0.29	-0.33	11.77	13.35	0.57	9	3	4	5
SERPINB9	SERPINB9	10.77	10.95	0.18	0.12	9.91	12.17	0.62	4	4	6	2
MAP3K14	MAP3K14	7.80	7.77	-0.02	0.00	7.59	8.16	0.17	7	0	12	0
FGF2	FGF2	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
AOAH	AOAH	11.21	11.29	0.08	0.14	10.29	12.52	0.60	5	3	7	2
CD151	CD151	5.27	5.42	0.16	0.12	4.32	6.41	0.55	4	2	8	2
PSMB9	PSMB9	11.39	11.16	-0.22	-0.22	10.63	12.09	0.44	9	1	7	4
CDH2	CDH2	4.94	4.56	-0.38	-0.10	4.32	5.83	0.46	10	1	2	9
IRF1	IRF1	10.20	10.13	-0.07	0.00	9.42	11.01	0.45	7	2	8	2
CYBB	CYBB	8.89	8.41	-0.48	0.00	6.74	11.00	1.42	8	4	0	8
CDC20	CDC20	5.69	5.30	-0.39	0.00	4.32	7.60	1.19	8	3	2	7
VAMP2	VAMP2	9.70	9.75	0.06	0.00	8.99	10.41	0.40	5	2	9	1
PTPN14	PTPN14	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
SERPINE3	SERPINE3	5.21	4.64	-0.57	-0.36	4.32	5.90	0.46	11	1	2	9
MAPK12	MAPK12	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
NOX3	NOX3	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
CD247	CD247	10.55	10.64	0.09	0.00	10.11	11.29	0.30	4	1	11	0
PRG3	PRG3	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
ERCC_00096.1	ERCC_00096.1	4.37	4.37	0.00	0.00	3.58	5.04	0.41	6	1	9	2
PTPRK	PTPRK	5.03	5.03	0.00	0.00	4.32	6.19	0.65	6	3	4	5
SMAD7	SMAD7	11.01	10.91	-0.10	0.00	10.15	12.00	0.64	7	3	3	6
RNASE2	RNASE2	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
LAMB2	LAMB2	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
PDCD1LG2	PDCD1LG2	4.73	4.52	-0.20	0.00	4.32	5.39	0.37	9	1	11	0
S100A10	S100A10	10.11	10.01	-0.09	-0.12	9.58	10.52	0.30	8	0	11	1
EGR3	EGR3	7.28	6.71	-0.57	-0.33	5.23	9.82	1.21	9	2	2	8
CLEC1B	CLEC1B	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
BIRC5	BIRC5	6.35	6.16	-0.19	0.00	4.32	8.62	1.28	7	4	1	7
TLK2	TLK2	8.95	8.92	-0.04	-0.14	8.47	9.35	0.27	7	0	12	0
SF3A3	SF3A3	8.63	8.71	0.08	0.11	8.39	8.90	0.16	3	0	12	0
NFYC	NFYC	8.14	8.14	0.00	0.00	7.70	8.67	0.33	6	1	11	0
PFDN6	PFDN6	9.10	9.10	0.00	0.00	8.39	9.56	0.34	6	0	11	1
ZC3H14	ZC3H14	8.67	8.70	0.03	0.14	8.40	8.93	0.18	5	0	12	0
IL22	IL22	6.35	5.34	-1.02	0.00	4.32	9.23	1.80	9	3	0	9
IKZF1	IKZF1	10.91	10.94	0.03	0.14	10.54	11.30	0.21	5	0	12	0
HPGDS	HPGDS	4.58	4.37	-0.22	0.00	4.32	4.84	0.14	11	0	12	0
HIST1H1C	HIST1H1C	12.29	12.39	0.10	0.00	11.24	13.08	0.64	5	5	5	2
LAT2	LAT2	9.33	9.72	0.40	0.30	8.55	10.36	0.54	2	6	5	1
FADD	FADD	4.54	4.50	-0.03	0.00	4.32	4.92	0.22	7	0	12	0
KLF10	KLF10	9.29	9.63	0.34	0.25	7.65	11.19	1.10	4	6	2	4
IL12B	IL12B	5.68	5.00	-0.68	0.00	4.32	7.37	1.18	9	3	0	9
LIPA	LIPA	9.90	9.56	-0.33	0.00	8.62	11.92	1.01	8	4	0	8
TNFRSF8	TNFRSF8	5.05	4.90	-0.15	-0.25	4.32	6.23	0.54	8	1	7	4
TPSAB1	TPSAB1	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
SDHA	SDHA	8.24	8.34	0.10	0.00	7.82	8.80	0.31	4	1	11	0
CLIC4	CLIC4	7.37	7.60	0.22	0.12	6.42	9.02	0.74	4	6	2	4
MARCKSL1	MARCKSL1	8.07	7.79	-0.28	0.00	6.36	9.54	0.91	8	3	3	6
TMEM173	TMEM173	7.24	7.29	0.05	0.00	6.77	7.80	0.32	5	1	11	0
EDC3	EDC3	8.47	8.47	-0.00	0.00	7.99	8.82	0.25	6	0	12	0
ALOX15	ALOX15	4.68	4.51	-0.16	-0.11	4.32	5.16	0.30	9	0	12	0
CCR8	CCR8	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
CCR2	CCR2	6.01	6.17	0.16	0.14	4.32	7.69	1.07	5	5	4	3
MTMR14	MTMR14	8.48	8.44	-0.05	0.00	7.96	8.84	0.30	7	0	11	1
CD74	CD74	11.65	11.60	-0.05	-0.14	11.03	12.35	0.37	7	1	9	2
MIF	MIF	10.26	10.72	0.46	0.22	8.88	11.82	0.93	3	7	3	2
CD70	CD70	6.49	6.60	0.11	0.00	4.55	7.56	0.80	5	4	7	1
FCN1	FCN1	6.62	6.31	-0.31	0.00	4.32	9.74	2.01	7	4	1	7
CD1B	CD1B	4.78	4.47	-0.31	-0.27	4.32	5.15	0.23	11	0	12	0
JAK3	JAK3	8.69	8.51	-0.18	-0.12	7.82	9.64	0.58	8	2	5	5
HGF	HGF	4.81	4.40	-0.40	0.00	4.32	5.29	0.27	11	0	12	0
HOXD4	HOXD4	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
IL12A	IL12A	5.30	5.11	-0.19	0.00	4.32	6.53	0.63	8	2	6	4
TXN	TXN	11.86	11.38	-0.48	-0.22	9.85	12.95	0.97	9	3	2	7
RICTOR	RICTOR	9.53	9.48	-0.05	0.00	8.97	10.37	0.39	7	1	10	1
VCAM1	VCAM1	5.42	5.15	-0.26	0.00	4.32	6.88	0.82	8	2	4	6
YES1	YES1	10.37	10.06	-0.31	-0.22	9.35	11.37	0.61	9	2	4	6
RGS1	RGS1	8.41	8.94	0.54	0.11	7.09	10.58	1.04	3	8	1	3
SEMA4A	SEMA4A	5.22	5.81	0.60	0.30	4.32	6.91	0.78	2	7	3	2
FURIN	FURIN	9.44	8.90	-0.54	-0.22	7.93	10.77	1.00	9	3	1	8
CAV1	CAV1	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
ERCC_00019.1	ERCC_00019.1	3.39	3.39	-0.00	0.00	2.58	4.00	0.38	6	1	10	1
DPP4	DPP4	6.76	6.76	0.00	0.00	4.96	8.98	1.36	6	6	0	6
FN1	FN1	6.68	5.16	-1.52	0.00	4.32	8.98	1.72	10	2	0	10
ADORA3	ADORA3	5.42	4.88	-0.54	-0.30	4.32	6.29	0.65	10	2	2	8
ACOT11	ACOT11	4.36	4.33	-0.04	0.00	4.32	4.41	0.02	11	0	12	0
IRF2	IRF2	9.29	9.33	0.04	0.00	8.88	9.70	0.25	5	0	12	0
IL6	IL6	7.44	6.17	-1.27	0.00	4.32	10.48	2.30	9	3	0	9
ITGA4	ITGA4	8.94	8.97	0.03	0.00	8.67	9.33	0.19	5	0	12	0
ADGRE1	ADGRE1	4.79	4.42	-0.37	-0.09	4.32	5.23	0.26	11	0	12	0
CNOT10	CNOT10	7.99	8.01	0.02	0.00	7.69	8.23	0.16	5	0	12	0
MMP12	MMP12	4.70	4.45	-0.25	0.00	4.32	5.33	0.30	10	1	11	0
SEMA5A	SEMA5A	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
CPA3	CPA3	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
LTB	LTB	10.45	9.60	-0.85	-0.33	7.33	13.14	1.70	9	3	1	8
ITGAX	ITGAX	9.80	9.80	-0.00	0.00	8.72	10.59	0.55	6	3	7	2
IL5	IL5	4.45	4.34	-0.11	0.00	4.32	4.58	0.07	11	0	12	0
ADCYAP1R1	ADCYAP1R1	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
CLEC9A	CLEC9A	4.42	4.35	-0.06	0.00	4.32	4.54	0.07	10	0	12	0
IFNG	IFNG	12.05	10.21	-1.84	-0.11	6.04	16.70	3.49	9	3	0	9
COL15A1	COL15A1	4.59	4.42	-0.16	-0.10	4.32	4.93	0.19	10	0	12	0
ALAS1	ALAS1	6.25	6.20	-0.05	0.00	5.72	6.90	0.34	7	1	10	1
TNFAIP6	TNFAIP6	5.78	5.67	-0.11	0.00	4.54	7.12	0.75	7	3	4	5
IL25	IL25	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
CXCR2	CXCR2	6.76	6.04	-0.72	-0.30	4.32	8.28	1.03	10	2	2	8
EMP1	EMP1	7.99	7.99	-0.00	0.00	6.53	8.80	0.64	6	4	6	2
TLR3	TLR3	5.97	5.87	-0.10	0.00	4.86	7.09	0.68	7	2	7	3
MMP8	MMP8	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
SELE	SELE	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
PDE4A	PDE4A	8.40	8.20	-0.20	-0.25	7.29	9.51	0.69	8	2	5	5
CYP3A4	CYP3A4	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
NUBP1	NUBP1	8.62	8.78	0.16	0.22	8.08	9.30	0.33	3	1	10	1
MPO	MPO	5.31	4.54	-0.77	-0.09	4.32	6.23	0.53	11	1	1	10
TLR4	TLR4	5.37	4.90	-0.47	0.00	4.32	7.03	0.87	9	2	1	9
LIF	LIF	7.97	6.87	-1.10	-0.11	4.32	10.97	2.18	9	3	1	8
ANXA1	ANXA1	12.37	12.27	-0.11	-0.12	11.61	12.92	0.36	8	1	10	1
ERCC_00098.1	ERCC_00098.1	4.65	4.72	0.07	0.12	4.32	5.00	0.22	4	0	12	0
GZMA	GZMA	13.40	12.78	-0.62	-0.11	11.44	14.91	1.14	9	3	1	8
CXCL3	CXCL3	8.44	7.90	-0.54	-0.22	6.11	9.81	1.08	9	3	2	7
CCR1	CCR1	8.04	8.22	0.18	0.00	6.47	10.01	1.19	5	5	3	4
IL1RL1	IL1RL1	5.22	4.78	-0.44	0.00	4.32	6.56	0.78	9	2	1	9
CSF1R	CSF1R	4.86	4.50	-0.36	0.00	4.32	5.52	0.40	10	1	1	10
CC2D1B	CC2D1B	8.70	8.74	0.04	0.14	8.29	9.22	0.28	5	1	11	0
SOCS1	SOCS1	9.64	8.99	-0.65	-0.22	6.68	11.22	1.31	9	3	1	8
IL4	IL4	4.73	4.73	0.00	0.00	4.32	5.52	0.42	6	2	10	0
PRKCI	PRKCI	7.35	7.19	-0.17	-0.33	6.55	8.00	0.37	9	1	10	1
ERCC_00035.1	ERCC_00035.1	7.44	7.47	0.03	0.00	7.13	7.83	0.20	5	0	12	0
MAFF	MAFF	7.34	7.42	0.08	0.00	6.42	8.17	0.53	5	2	9	1
CCL5	CCL5	13.67	13.41	-0.26	-0.22	12.57	14.34	0.55	9	2	7	3
LTB4R2	LTB4R2	7.62	7.82	0.20	0.33	7.07	8.35	0.41	3	3	8	1
COL12A1	COL12A1	4.48	4.35	-0.14	0.00	4.32	4.65	0.09	11	0	12	0
LTA	LTA	9.65	8.45	-1.19	0.00	6.09	12.08	2.16	9	3	0	9
SIGLEC1	SIGLEC1	5.78	5.16	-0.63	-0.30	4.32	6.98	0.83	10	2	3	7
CNOT4	CNOT4	9.09	9.06	-0.03	0.00	8.74	9.31	0.19	7	0	12	0
LST1	LST1	7.00	6.54	-0.45	-0.40	5.52	7.78	0.63	10	2	5	5
CD34	CD34	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
LGALS3	LGALS3	9.90	9.69	-0.21	0.00	8.89	11.31	0.69	8	2	5	5
CCNB2	CCNB2	6.11	5.64	-0.46	0.00	4.32	8.58	1.43	8	4	1	7
ANOS1	ANOS1	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
CEBPG	CEBPG	9.58	9.77	0.19	0.22	9.06	10.33	0.37	3	2	9	1
PTGER2	PTGER2	10.74	10.36	-0.38	-0.22	9.22	12.18	0.79	9	2	4	6
ITGA5	ITGA5	10.02	10.02	0.00	0.00	9.28	11.41	0.62	6	2	6	4
CNN2	CNN2	10.23	10.27	0.04	0.14	9.77	10.71	0.29	5	0	12	0
FLT1	FLT1	6.33	6.33	0.00	0.00	4.32	8.32	1.34	6	5	2	5
PPIA	PPIA	13.34	13.28	-0.05	0.00	12.62	13.86	0.37	7	1	9	2
ERCC_00076.1	ERCC_00076.1	2.90	2.96	0.06	0.00	2.00	3.46	0.41	5	2	9	1
VEGFA	VEGFA	7.84	8.38	0.54	0.12	5.43	10.76	1.69	4	7	2	3
PROK2	PROK2	6.43	5.86	-0.57	0.00	4.32	8.80	1.66	8	4	0	8
ADAMTS2	ADAMTS2	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
RAB20	RAB20	6.77	6.67	-0.11	-0.14	5.77	7.83	0.70	7	3	4	5
CTGF	CTGF	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
NOL7	NOL7	9.36	9.49	0.13	0.22	9.03	9.90	0.27	3	1	11	0
SP4	SP4	8.67	8.75	0.08	0.25	8.26	9.19	0.27	4	1	11	0
TM7SF3	TM7SF3	8.85	8.90	0.05	0.00	8.18	9.57	0.35	5	1	10	1
NGF	NGF	4.40	4.33	-0.06	0.00	4.32	4.47	0.04	11	0	12	0
ACOT1	ACOT1	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
MX1	MX1	10.15	9.66	-0.49	0.00	8.01	12.75	1.54	8	3	1	8
APOE	APOE	5.51	4.52	-0.99	0.00	4.32	6.70	0.66	11	1	0	11
CCL13	CCL13	4.70	4.47	-0.23	-0.20	4.32	5.09	0.26	10	0	12	0
KLK3	KLK3	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
KITLG	KITLG	5.07	5.07	-0.00	0.00	4.32	6.26	0.67	6	3	5	4
FGF18	FGF18	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
SYK	SYK	7.74	8.15	0.40	0.30	7.02	9.00	0.56	2	6	5	1
TNFRSF1A	TNFRSF1A	9.23	9.23	-0.00	0.00	8.68	9.87	0.35	6	1	10	1
ERCC_00034.1	ERCC_00034.1	6.68	6.64	-0.05	0.00	6.46	6.93	0.15	8	0	12	0
IFNGR1	IFNGR1	10.64	10.76	0.11	0.00	10.10	11.47	0.37	4	1	10	1
CYSLTR1	CYSLTR1	7.42	7.17	-0.24	-0.11	6.61	8.11	0.48	9	2	6	4
CCL18	CCL18	5.26	4.87	-0.38	0.00	4.32	6.21	0.70	9	2	3	7
RASAL1	RASAL1	6.37	6.18	-0.19	0.00	4.98	7.75	0.66	8	1	7	4
TLR9	TLR9	4.99	4.90	-0.08	0.00	4.32	6.26	0.58	7	1	7	4
C1QA	C1QA	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
PBX3	PBX3	6.02	6.08	0.07	0.14	5.22	6.94	0.48	5	2	9	1
IFNA2	IFNA2	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
IRF8	IRF8	8.65	8.95	0.30	0.00	7.47	10.21	0.94	4	6	2	4
SGPP1	SGPP1	8.54	8.51	-0.03	0.00	8.24	8.85	0.20	7	0	12	0
PELI1	PELI1	8.75	8.61	-0.15	0.00	8.05	9.83	0.48	8	1	8	3
IL17RA	IL17RA	8.25	8.42	0.17	0.11	7.74	8.85	0.34	3	3	8	1
PDCD1	PDCD1	5.18	4.96	-0.22	-0.12	4.32	6.47	0.69	8	3	4	5
GATA2	GATA2	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
TNFRSF11A	TNFRSF11A	7.01	7.10	0.09	0.00	6.04	8.40	0.63	5	3	7	2
GPR65	GPR65	8.06	8.40	0.34	0.20	7.24	9.04	0.46	2	5	6	1
ISG15	ISG15	8.74	8.33	-0.41	-0.12	6.58	10.82	1.31	8	3	2	7
HBEGF	HBEGF	4.83	4.67	-0.16	0.00	4.32	6.15	0.54	8	1	4	7
OSM	OSM	5.23	4.82	-0.41	-0.11	4.32	6.64	0.79	9	2	2	8
FLT3	FLT3	5.29	5.60	0.30	0.22	4.32	6.36	0.60	3	5	6	1
GTF2H2	GTF2H2	9.23	9.37	0.14	0.00	8.43	10.30	0.48	4	2	9	1
TNFRSF4	TNFRSF4	4.97	4.73	-0.23	-0.22	4.32	5.75	0.46	9	1	6	5
ENPEP	ENPEP	4.67	4.38	-0.29	0.00	4.32	5.01	0.19	11	0	12	0
IL6R	IL6R	5.93	5.93	-0.00	0.00	4.75	7.00	0.58	6	2	8	2
FGF10	FGF10	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
HPRT1	HPRT1	9.10	9.39	0.30	0.00	8.41	10.02	0.54	3	6	3	3
CSF3	CSF3	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
IL4R	IL4R	8.57	8.68	0.11	0.00	7.33	9.70	0.69	5	6	4	2
ARHGEF6	ARHGEF6	9.79	9.79	-0.00	0.00	9.31	10.26	0.34	6	0	12	0
CD1C	CD1C	5.26	4.94	-0.32	0.00	4.32	6.36	0.62	9	2	4	6
PPARG	PPARG	5.29	6.10	0.81	0.27	4.32	6.61	0.57	1	11	0	1
CCL7	CCL7	5.19	5.43	0.24	0.25	4.32	6.41	0.76	4	5	4	3
B4GALT4	B4GALT4	7.45	7.47	0.02	0.00	7.24	7.71	0.15	5	0	12	0
BCL6	BCL6	7.65	8.00	0.35	0.11	6.82	8.95	0.68	3	6	4	2
BID	BID	9.36	9.41	0.05	0.00	8.70	9.94	0.37	5	2	9	1
CDH13	CDH13	4.65	4.39	-0.26	-0.09	4.32	4.97	0.18	11	0	12	0
FOSL1	FOSL1	5.35	5.24	-0.11	0.00	4.32	6.44	0.76	7	3	4	5
HNF1B	HNF1B	5.58	5.01	-0.57	-0.40	4.32	6.50	0.74	10	2	3	7
FCGR2B	FCGR2B	7.06	7.62	0.56	0.33	5.67	9.35	1.12	3	6	3	3
ZNF143	ZNF143	8.25	8.30	0.06	0.00	8.00	8.50	0.17	4	0	12	0
CDKN1A	CDKN1A	8.14	8.31	0.16	0.00	6.55	9.77	1.08	5	6	2	4
HDAC3	HDAC3	8.35	8.42	0.08	0.11	8.11	8.58	0.15	3	0	12	0
ANGPT1	ANGPT1	5.38	5.15	-0.23	-0.12	4.32	6.58	0.73	8	3	3	6
MSH2	MSH2	7.92	7.98	0.07	0.00	7.25	8.79	0.46	5	2	9	1
CD27	CD27	6.15	6.63	0.49	0.22	4.38	8.06	0.99	3	7	3	2
GNAI3	GNAI3	9.18	9.05	-0.13	-0.22	8.60	9.51	0.27	9	0	10	2
RAPGEF4	RAPGEF4	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
CD40	CD40	6.28	6.56	0.28	0.12	4.32	7.97	0.96	4	5	5	2
PTGS1	PTGS1	5.28	4.73	-0.56	-0.10	4.32	6.26	0.66	10	2	1	9
MMP9	MMP9	7.77	7.77	0.00	0.00	5.29	11.00	1.46	6	5	2	5
INSIG1	INSIG1	10.55	10.47	-0.08	0.00	9.95	11.50	0.52	7	2	6	4
C3AR1	C3AR1	7.21	7.21	-0.00	0.00	6.06	8.21	0.61	6	2	8	2
TXNDC16	TXNDC16	7.75	7.75	-0.00	0.00	6.77	8.41	0.46	6	2	9	1
MS4A1	MS4A1	5.94	6.05	0.11	0.00	4.93	6.98	0.71	5	4	5	3
HIVEP1	HIVEP1	8.78	8.64	-0.14	-0.12	7.92	9.53	0.45	8	1	9	2
PTGS2	PTGS2	5.84	5.32	-0.52	-0.22	4.32	7.80	1.06	9	2	3	7
ARG1	ARG1	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
ITGB1	ITGB1	11.73	11.48	-0.25	-0.22	10.68	12.30	0.49	9	1	8	3
TIMD4	TIMD4	4.60	4.41	-0.18	0.00	4.32	4.96	0.21	10	0	12	0
GATA3	GATA3	9.66	9.44	-0.21	-0.33	8.56	10.18	0.46	9	1	8	3
NRIP3	NRIP3	5.14	4.91	-0.23	-0.12	4.32	6.12	0.69	8	2	4	6
FCER2	FCER2	4.75	4.75	0.00	0.00	4.32	5.28	0.36	6	1	11	0
RUNX2	RUNX2	4.87	4.53	-0.34	-0.10	4.32	5.62	0.40	10	1	2	9
CXCR3	CXCR3	8.94	8.80	-0.14	-0.14	7.01	10.91	1.04	7	3	4	5
PDGFA	PDGFA	5.03	4.53	-0.50	-0.09	4.32	5.64	0.37	11	1	1	10
IL2	IL2	4.62	4.37	-0.25	0.00	4.32	4.93	0.17	11	0	12	0
MMP13	MMP13	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
ALOX5	ALOX5	6.72	6.39	-0.33	0.00	4.69	8.45	1.06	8	3	2	7
MET	MET	4.80	4.66	-0.14	0.00	4.32	5.58	0.43	8	1	11	0
CEBPA	CEBPA	6.75	6.75	-0.00	0.00	5.34	8.29	0.85	6	3	5	4
FZD4	FZD4	4.41	4.34	-0.07	0.00	4.32	4.50	0.05	11	0	12	0
VASP	VASP	10.04	9.86	-0.17	0.00	9.22	10.71	0.52	8	2	6	4
MAN2B1	MAN2B1	8.04	7.95	-0.10	0.00	7.54	8.61	0.32	8	1	10	1
C1QC	C1QC	4.63	4.43	-0.20	0.00	4.32	5.16	0.24	10	1	11	0
COL3A1	COL3A1	5.21	4.99	-0.22	-0.12	4.32	6.41	0.73	8	2	5	5
TGM2	TGM2	4.69	4.51	-0.19	0.00	4.32	5.16	0.32	9	0	12	0
NOS2	NOS2	4.73	4.66	-0.07	0.00	4.32	5.52	0.43	7	2	10	0
RETNLB	RETNLB	4.86	4.45	-0.41	-0.18	4.32	5.35	0.29	11	0	3	9
RND3	RND3	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
MAP2K2	MAP2K2	9.25	9.23	-0.02	0.00	8.97	9.44	0.14	7	0	12	0
PLAU	PLAU	7.86	7.57	-0.29	-0.12	6.04	9.08	0.94	8	3	4	5
ADAMTS9	ADAMTS9	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
FCER1A	FCER1A	5.78	4.91	-0.87	-0.10	4.32	7.21	1.00	10	2	0	10
BATF	BATF	7.42	7.21	-0.20	0.00	6.48	8.71	0.64	8	2	5	5
FPR3	FPR3	6.99	6.47	-0.52	-0.12	4.32	9.16	1.62	8	4	1	7
YAP1	YAP1	4.84	4.51	-0.32	-0.10	4.32	5.63	0.39	10	1	2	9
NFKBIE	NFKBIE	8.68	8.86	0.18	0.22	8.02	9.46	0.38	3	2	9	1
VAV2	VAV2	5.57	5.57	0.00	0.00	4.32	6.46	0.59	6	3	6	3
TRAF6	TRAF6	9.23	9.17	-0.06	0.00	8.90	9.57	0.20	8	0	12	0
NAMPT	NAMPT	10.11	10.22	0.11	0.00	8.79	11.09	0.74	5	5	5	2
SELL	SELL	8.29	8.64	0.35	0.22	7.15	9.91	0.75	3	5	5	2
TLR6	TLR6	5.90	5.90	-0.00	0.00	4.32	7.26	0.89	6	3	6	3
EPHB6	EPHB6	4.87	4.70	-0.18	0.00	4.32	5.93	0.54	8	2	3	7
TEP1	TEP1	7.67	7.47	-0.20	-0.30	7.11	8.01	0.26	10	0	10	2
MERTK	MERTK	5.98	5.19	-0.79	0.00	4.32	7.91	1.40	9	3	0	9
KRBA1	KRBA1	4.60	4.38	-0.22	-0.09	4.32	4.86	0.15	11	0	12	0
EIF2B4	EIF2B4	8.81	8.83	0.02	0.00	8.61	9.10	0.14	5	0	12	0
TREM1	TREM1	5.22	5.11	-0.12	0.00	4.32	6.54	0.75	7	4	3	5
TTK	TTK	6.15	5.95	-0.19	-0.14	4.32	8.00	1.31	7	4	3	5
LPL	LPL	5.48	4.80	-0.68	-0.10	4.32	7.29	0.85	10	1	1	10
DDX50	DDX50	9.27	9.26	-0.02	-0.14	9.04	9.45	0.12	7	0	12	0
VAV1	VAV1	9.47	9.37	-0.09	-0.12	8.95	9.97	0.30	8	0	11	1
IDO2	IDO2	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
FBXL7	FBXL7	4.73	4.54	-0.19	-0.11	4.32	5.29	0.34	9	1	11	0
PTGDR	PTGDR	6.96	7.08	0.11	0.00	5.17	8.35	0.82	5	3	8	1
SAA1	SAA1	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
TBP	TBP	8.79	8.83	0.03	0.00	8.36	9.06	0.22	5	0	12	0
AREG	AREG	5.09	4.98	-0.12	0.00	4.32	6.32	0.75	7	4	2	6
ADAMTS3	ADAMTS3	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
CSF2	CSF2	7.08	8.46	1.38	0.22	4.32	12.46	2.80	3	8	1	3
STAB1	STAB1	5.79	5.22	-0.57	0.00	4.32	7.43	1.04	9	3	0	9
CTLA4	CTLA4	5.00	5.25	0.25	0.33	4.32	6.26	0.54	3	3	7	2
BTK	BTK	5.05	4.80	-0.24	-0.22	4.32	6.02	0.50	9	1	7	4
LAG3	LAG3	8.98	8.42	-0.55	0.00	7.34	10.84	1.03	9	3	0	9
STAT5B	STAT5B	9.45	9.72	0.27	0.33	8.78	10.23	0.52	3	6	4	2
S100A4	S100A4	11.31	11.31	-0.00	0.00	10.54	12.04	0.40	6	2	9	1
RNASE3	RNASE3	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
MPEG1	MPEG1	7.40	6.89	-0.51	0.00	5.17	9.77	1.56	8	3	1	8
NOD2	NOD2	6.26	6.21	-0.05	0.00	5.55	7.03	0.37	7	1	10	1
CXCL13	CXCL13	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
NOX1	NOX1	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
CBR1	CBR1	7.16	6.91	-0.25	-0.22	6.05	7.83	0.52	9	1	7	4
GPATCH3	GPATCH3	6.03	5.92	-0.11	-0.12	5.48	6.52	0.34	8	0	10	2
